image_name,tags
test_20708,clear primary water haze partly_cloudy
test_5611,clear primary water cultivation agriculture road
test_38605,clear primary water cultivation agriculture
test_8018,clear primary cultivation agriculture
test_23264,clear primary water partly_cloudy habitation agriculture road
test_29403,clear primary haze agriculture road
test_37696,primary cultivation partly_cloudy agriculture
test_30179,clear primary
test_40001,primary water partly_cloudy
test_4954,primary water partly_cloudy agriculture
test_21098,primary haze
test_8272,cloudy
test_33132,clear primary
test_3940,clear primary
test_40248,clear primary water agriculture
test_15578,primary cloudy partly_cloudy
test_34904,cloudy
test_26391,clear primary
test_23562,clear primary cultivation agriculture
test_10885,clear primary
test_10518,clear primary
test_20816,clear primary habitation agriculture road
test_37371,clear primary
test_6709,clear primary
test_9680,clear primary water agriculture road
test_27181,clear primary water partly_cloudy
test_9688,clear primary
test_32253,clear primary
test_27255,primary partly_cloudy agriculture road
test_23281,clear primary habitation agriculture road
test_12528,clear primary cultivation habitation agriculture road
test_1148,clear primary
test_24803,clear primary
test_5821,clear primary
test_22225,primary water haze partly_cloudy
test_27403,clear primary partly_cloudy
test_32009,clear primary
test_24827,clear primary
test_35312,clear primary water habitation agriculture road
test_35787,clear primary agriculture road
test_12203,clear primary
test_35960,clear primary
test_13303,clear primary
test_33564,primary partly_cloudy
test_2713,clear primary cultivation agriculture
test_6901,primary partly_cloudy agriculture road
test_78,clear primary
test_12161,clear primary
test_8290,clear primary
test_16560,clear primary water habitation agriculture road
test_15469,clear primary water habitation agriculture road
test_1982,clear primary
test_18468,clear primary water agriculture
test_29519,primary partly_cloudy
test_4393,primary partly_cloudy agriculture
test_23460,clear primary cultivation partly_cloudy
test_19138,primary partly_cloudy
test_34051,clear primary agriculture road
test_6499,primary partly_cloudy
test_26124,clear primary cultivation agriculture
test_31507,clear primary
test_19767,clear primary
test_40078,clear primary habitation agriculture road
test_17719,primary water partly_cloudy agriculture
test_9745,clear primary water
test_17684,clear primary water habitation agriculture road
test_25802,clear primary water road
test_10012,clear primary
test_38417,clear primary water cultivation agriculture road
test_12640,primary partly_cloudy agriculture
test_9871,primary partly_cloudy agriculture
test_25845,clear primary
test_13394,clear primary
test_5971,clear primary
test_34481,clear primary
test_18936,clear primary
test_29049,primary partly_cloudy agriculture road
test_37685,clear primary water bare_ground agriculture road
test_22829,clear primary haze
test_395,clear primary water cultivation agriculture road
test_36464,primary partly_cloudy
test_7353,clear primary
test_24959,clear primary
test_29504,clear primary
test_23613,clear primary
test_30577,clear primary
test_3057,clear primary partly_cloudy agriculture road
test_15752,primary partly_cloudy
test_33359,clear primary
test_2950,primary cultivation partly_cloudy agriculture
test_17976,clear primary water agriculture road
test_34437,clear primary cultivation
test_26487,clear primary
test_35715,clear primary
test_37546,clear primary
test_4539,clear primary water habitation agriculture road
test_301,clear primary water cultivation agriculture
test_39370,clear primary water cultivation agriculture road
test_16986,clear primary
test_25,clear primary
test_8444,primary partly_cloudy
test_23622,clear primary
test_1214,clear primary water agriculture road
test_7284,clear primary agriculture road
test_34036,clear primary water cultivation partly_cloudy agriculture
test_22002,primary cloudy partly_cloudy
test_30822,clear primary
test_39483,clear primary agriculture road
test_13140,clear primary water agriculture road
test_10397,primary haze
test_16437,clear primary
test_32169,clear primary cultivation agriculture road
test_15228,clear primary water cultivation habitation agriculture road
test_5405,primary partly_cloudy
test_13989,clear primary cultivation agriculture
test_38538,clear primary road
test_14860,primary cloudy partly_cloudy
test_38959,clear primary water habitation agriculture road
test_32961,primary partly_cloudy
test_9397,primary cultivation partly_cloudy agriculture road
test_23029,clear primary
test_24618,clear primary water habitation agriculture road
test_29414,primary partly_cloudy agriculture
test_35282,clear primary water agriculture
test_11592,clear primary
test_11366,clear primary
test_14148,clear primary
test_25446,primary partly_cloudy
test_670,primary cultivation partly_cloudy agriculture
test_40290,clear primary cultivation agriculture
test_14959,primary partly_cloudy
test_2117,clear primary
test_17077,clear primary habitation bare_ground agriculture road
test_6338,clear primary water artisinal_mine
test_35607,clear primary cultivation agriculture road
test_16242,clear primary water cultivation agriculture
test_20176,clear primary agriculture
test_34362,primary haze
test_25979,clear primary water
test_3497,clear primary agriculture road
test_552,clear primary
test_12261,clear primary
test_11551,primary partly_cloudy agriculture road
test_12690,clear primary cloudy water agriculture
test_1494,clear primary agriculture road
test_32284,clear primary water agriculture
test_34929,primary water haze partly_cloudy agriculture
test_8470,clear primary habitation agriculture road
test_32897,clear primary cultivation agriculture
test_16040,clear primary agriculture road
test_35083,clear primary agriculture road
test_32478,clear primary cultivation agriculture road
test_36146,primary partly_cloudy agriculture road
test_453,clear primary
test_21722,primary cloudy haze
test_32103,primary water partly_cloudy agriculture road
test_36858,clear primary water agriculture
test_25646,clear primary
test_15365,primary cloudy haze
test_16765,cloudy
test_16849,primary partly_cloudy agriculture
test_29993,clear primary
test_8635,clear primary agriculture
test_6060,primary partly_cloudy agriculture road
test_9863,clear primary
test_23348,clear primary habitation agriculture road
test_338,clear primary water cultivation habitation agriculture road
test_30183,clear primary water agriculture road
test_500,clear primary
test_32403,clear primary habitation agriculture road
test_30226,primary haze
test_16302,clear primary water
test_7548,clear primary haze
test_38572,clear primary water haze agriculture road
test_13777,clear primary cultivation agriculture
test_1246,primary partly_cloudy agriculture
test_18527,clear primary cultivation agriculture road
test_29931,clear primary cultivation agriculture
test_14310,primary partly_cloudy
test_25804,clear primary water cultivation habitation agriculture road
test_13646,primary partly_cloudy
test_39916,clear primary
test_16691,clear primary
test_36308,cloudy haze
test_14359,clear primary cultivation agriculture road
test_39078,clear primary
test_8075,clear primary water habitation agriculture road
test_17879,primary cloudy road
test_36677,cloudy
test_2976,clear primary water cultivation artisinal_mine agriculture road
test_34971,clear primary
test_14883,primary partly_cloudy habitation agriculture road
test_20561,clear primary water cultivation agriculture road
test_12400,clear primary habitation agriculture road
test_26567,clear primary
test_31065,clear primary water cultivation agriculture road
test_39383,clear primary water cultivation artisinal_mine habitation agriculture road
test_29009,clear primary
test_26921,clear primary cultivation partly_cloudy agriculture road
test_17160,clear primary agriculture road
test_7637,primary cloudy
test_11072,clear primary cultivation agriculture
test_23560,clear primary cultivation agriculture
test_4606,primary cloudy haze
test_23813,clear primary
test_2640,cloudy haze
test_616,clear primary
test_37845,clear primary
test_26697,primary haze
test_16058,clear primary
test_34338,clear primary agriculture
test_15043,clear primary habitation agriculture road
test_36696,clear primary habitation agriculture road
test_24771,clear primary water agriculture
test_9528,clear primary haze
test_8358,clear primary agriculture road
test_3026,clear primary water road
test_20232,clear primary
test_17392,clear primary
test_4475,clear primary partly_cloudy
test_1928,clear primary
test_37411,clear primary
test_23247,clear primary water agriculture
test_1988,clear blooming primary
test_23882,clear primary
test_8401,primary partly_cloudy
test_29018,clear primary
test_19419,primary partly_cloudy
test_31569,clear primary
test_17882,primary partly_cloudy
test_24630,clear primary water haze cultivation agriculture
test_29382,primary partly_cloudy
test_25152,clear primary
test_29962,clear primary
test_11530,clear primary
test_37715,clear primary water agriculture road
test_1543,clear primary water agriculture
test_32369,clear primary
test_32215,clear primary habitation agriculture road
test_25874,primary cloudy water
test_35849,clear primary
test_6458,clear primary cultivation agriculture
test_36439,cloudy
test_29802,clear primary
test_23108,primary water partly_cloudy agriculture
test_37994,clear primary
test_12608,clear primary water agriculture road
test_13936,clear primary
test_31804,primary partly_cloudy agriculture road
test_26932,clear primary
test_2319,clear blooming primary
test_21408,clear primary
test_32302,primary partly_cloudy
test_16958,clear primary
test_32041,primary partly_cloudy agriculture road
test_630,clear primary habitation agriculture road
test_30208,clear primary agriculture road
test_25124,clear primary
test_15743,clear primary
test_5366,primary partly_cloudy
test_27530,clear primary cultivation agriculture
test_39363,clear primary cultivation habitation agriculture road
test_3361,primary cloudy haze
test_16554,clear primary
test_27359,clear primary water agriculture road
test_2624,clear primary agriculture road
test_1163,primary partly_cloudy agriculture road
test_29226,clear primary
test_13576,primary haze partly_cloudy agriculture road
test_30765,clear primary
test_671,clear primary water bare_ground agriculture road
test_9637,clear primary water artisinal_mine
test_27898,clear primary
test_20581,clear primary water habitation agriculture road
test_1160,clear primary haze agriculture
test_4869,clear primary
test_25946,clear primary partly_cloudy agriculture road
test_1755,clear primary water partly_cloudy agriculture
test_26630,clear primary
test_11283,clear primary agriculture road
test_33050,clear primary
test_40413,clear primary water
test_1596,clear primary cultivation agriculture
test_2214,primary partly_cloudy agriculture
test_5250,clear primary water road
test_27151,primary cloudy haze
test_19836,primary partly_cloudy
test_19538,primary water partly_cloudy agriculture
test_31998,clear primary water agriculture
test_33386,clear primary habitation agriculture road
test_38307,clear primary haze
test_720,clear primary water agriculture road
test_1051,clear primary
test_12436,clear primary cultivation agriculture road
test_35363,clear primary cultivation agriculture
test_27781,clear blooming primary
test_6048,primary partly_cloudy
test_22275,clear primary
test_21222,clear primary agriculture
test_30980,clear primary
test_13229,primary water partly_cloudy agriculture
test_9104,primary partly_cloudy agriculture
test_18821,clear primary
test_1260,clear primary
test_30609,clear primary cultivation habitation agriculture road
test_39710,clear primary haze
test_38394,clear primary agriculture road
test_32640,clear primary cultivation habitation agriculture road
test_1465,clear primary water cultivation habitation agriculture road
test_24859,clear primary cultivation agriculture
test_11920,clear primary cultivation agriculture
test_10593,clear primary water agriculture road
test_21278,clear primary
test_32946,clear primary water partly_cloudy habitation agriculture road
test_11131,clear primary
test_13522,clear primary haze
test_28354,primary cloudy haze
test_26115,clear primary
test_6863,primary partly_cloudy
test_28117,clear primary agriculture road
test_4139,primary cloudy partly_cloudy agriculture
test_28848,primary partly_cloudy agriculture
test_37534,clear primary
test_28763,clear primary
test_17350,clear primary
test_13036,clear primary
test_35900,clear primary cultivation agriculture
test_19003,primary partly_cloudy agriculture
test_27689,primary partly_cloudy habitation agriculture road
test_32248,clear primary water habitation agriculture road
test_7399,clear primary
test_851,clear primary
test_3671,clear primary agriculture road
test_24181,clear primary agriculture road
test_38421,primary partly_cloudy agriculture road
test_28524,primary partly_cloudy agriculture road
test_39392,clear primary
test_25969,primary partly_cloudy agriculture
test_24100,clear primary bare_ground agriculture road
test_36532,clear primary water cultivation
test_4730,clear primary
test_33605,clear primary water haze cultivation agriculture road
test_32226,primary partly_cloudy agriculture
test_2570,clear primary
test_25058,clear primary water agriculture road
test_4299,primary water cultivation partly_cloudy agriculture
test_3038,clear primary
test_10040,clear primary
test_11164,clear primary
test_38511,clear primary
test_24410,clear primary
test_21655,primary partly_cloudy agriculture
test_20412,primary partly_cloudy agriculture road
test_30891,clear primary habitation agriculture road
test_11670,clear primary
test_38774,clear primary cultivation agriculture
test_34380,clear primary water cultivation agriculture road
test_29500,clear primary
test_22864,clear primary cultivation habitation agriculture road
test_3480,clear primary
test_22639,clear primary water agriculture
test_35054,clear primary water partly_cloudy agriculture road
test_8656,clear primary water cultivation habitation agriculture road
test_4803,primary water partly_cloudy
test_11358,clear primary haze
test_23389,primary partly_cloudy agriculture road
test_19090,clear primary cultivation habitation agriculture road
test_5232,clear primary water cultivation habitation agriculture road
test_12658,clear primary water habitation agriculture road
test_18770,clear primary
test_17521,clear primary cultivation habitation agriculture road
test_27729,clear primary
test_13761,clear primary
test_20350,clear primary haze
test_6041,clear primary cultivation agriculture road
test_24856,clear primary
test_21775,clear primary
test_23707,primary cloudy partly_cloudy
test_8978,clear primary cultivation agriculture
test_31572,clear primary
test_24353,clear primary
test_11194,clear primary
test_38420,clear primary
test_27893,clear primary
test_5596,clear primary water cultivation habitation agriculture
test_24235,clear primary habitation agriculture road
test_35330,clear primary
test_28157,clear primary
test_30325,clear primary
test_2250,primary cultivation partly_cloudy agriculture road
test_39231,clear primary water haze agriculture
test_19274,clear primary agriculture road
test_29038,clear primary
test_19719,clear primary water
test_11402,clear primary water habitation agriculture road
test_34638,primary partly_cloudy habitation agriculture road
test_8643,clear primary water
test_8128,clear primary water agriculture
test_5937,clear primary cultivation
test_9780,clear primary habitation agriculture road
test_3865,clear primary habitation agriculture road
test_3027,primary water partly_cloudy
test_31145,clear primary
test_10968,clear primary
test_12233,clear primary
test_14476,primary haze
test_6414,clear primary
test_12924,clear primary habitation bare_ground agriculture road
test_7908,primary cloudy partly_cloudy
test_40586,primary partly_cloudy
test_28413,clear primary
test_38341,clear primary cultivation agriculture
test_33617,clear primary water habitation agriculture road
test_27932,clear primary
test_11621,primary partly_cloudy
test_19180,clear primary haze
test_1812,primary water partly_cloudy agriculture
test_21067,clear primary water agriculture road
test_37661,clear primary cultivation habitation agriculture road
test_33253,clear primary
test_37244,clear primary water
test_14648,primary haze
test_17520,clear primary water cultivation agriculture road
test_36369,clear primary water
test_21398,clear primary
test_25799,clear primary
test_19685,clear primary haze
test_2971,primary cultivation partly_cloudy
test_22729,primary haze
test_19894,clear primary water agriculture
test_8687,clear primary habitation bare_ground agriculture road
test_20571,clear primary water cultivation habitation agriculture road
test_859,clear primary cultivation agriculture road
test_33609,clear primary haze habitation agriculture road
test_18060,clear primary cultivation agriculture
test_4517,clear primary water agriculture
test_21631,clear primary bare_ground agriculture
test_1758,clear primary habitation agriculture road
test_25383,clear primary cultivation agriculture
test_14866,clear primary water habitation agriculture
test_21402,clear primary
test_31814,clear primary
test_29835,clear primary
test_17314,primary partly_cloudy agriculture road
test_33811,primary partly_cloudy
test_11856,clear primary water agriculture
test_9130,clear primary
test_18862,clear primary cultivation agriculture
test_23647,clear primary water cultivation agriculture road
test_10352,clear primary
test_15482,primary water haze agriculture road
test_38007,primary water partly_cloudy agriculture road
test_34139,clear primary
test_28263,primary partly_cloudy
test_12673,clear primary haze
test_33978,clear primary agriculture road
test_39206,clear primary water cultivation habitation agriculture road
test_27154,primary partly_cloudy
test_39534,clear primary
test_29546,primary partly_cloudy agriculture
test_1470,clear primary haze agriculture road
test_39459,primary water partly_cloudy
test_3270,primary cloudy
test_37464,clear primary water cultivation agriculture
test_4404,clear primary
test_29473,clear primary
test_36465,clear primary haze bare_ground
test_11975,clear primary water road
test_35840,clear primary
test_5675,clear primary
test_31307,clear primary
test_27851,primary partly_cloudy agriculture road
test_9629,clear primary cultivation habitation agriculture road
test_27553,clear primary
test_11828,primary partly_cloudy
test_21935,clear primary water
test_1329,clear primary cultivation agriculture
test_32250,clear primary cultivation habitation agriculture road
test_18948,clear primary bare_ground agriculture
test_18425,clear primary
test_24343,clear primary water agriculture
test_9792,cloudy
test_8010,clear primary
test_25053,clear primary cultivation agriculture road
test_23341,clear primary water
test_19807,primary haze agriculture
test_17361,clear primary
test_20899,clear primary water cultivation
test_2223,clear primary
test_21384,clear primary
test_9327,primary haze
