image_name,tags
test_3214,primary partly_cloudy
test_7787,clear primary
test_33491,clear primary
test_18914,clear primary water agriculture
test_29362,clear primary
test_9734,clear primary
test_12233,clear primary
test_21758,clear primary
test_8800,clear primary
test_28715,clear primary
test_13787,clear primary
test_21385,clear primary
test_26869,clear primary
test_20946,primary haze
test_1285,clear primary
test_23429,primary partly_cloudy agriculture road
test_37345,primary
test_35068,clear primary agriculture
test_36303,primary partly_cloudy
test_9583,primary partly_cloudy
test_7193,clear primary
test_18802,primary partly_cloudy
test_30540,clear primary
test_26048,primary partly_cloudy agriculture road
test_32083,primary haze
test_1424,clear primary
test_24798,clear primary habitation road
test_9409,primary
test_32056,cloudy
test_33431,clear primary
test_39017,clear primary water
test_21452,primary partly_cloudy agriculture road
test_6771,clear primary
test_22888,clear primary
test_22792,clear primary agriculture road
test_6553,clear primary water
test_6184,clear primary
test_185,primary partly_cloudy agriculture road
test_9891,clear primary cultivation agriculture
test_14727,clear primary agriculture
test_14520,clear primary agriculture
test_8576,clear primary
test_2315,primary haze
test_25593,primary partly_cloudy
test_18820,clear primary agriculture road
test_137,clear primary agriculture
test_12052,primary partly_cloudy agriculture
test_14185,clear primary
test_38076,clear primary
test_19596,clear primary agriculture road
test_13583,clear primary
test_2600,clear primary
test_24756,clear primary
test_5752,primary partly_cloudy
test_22605,clear primary water
test_22957,clear primary agriculture road
test_34858,clear primary
test_1531,primary partly_cloudy
test_40586,primary partly_cloudy
test_28971,primary
test_1586,clear primary
test_38231,clear primary
test_4207,cloudy
test_3070,clear primary
test_39048,clear primary agriculture
test_25625,primary agriculture
test_15243,clear primary water
test_25184,clear primary
test_6956,primary partly_cloudy agriculture
test_5218,clear primary
test_22820,clear primary habitation agriculture road
test_10202,primary partly_cloudy
test_8646,clear primary
test_37660,clear primary
test_3463,primary partly_cloudy
test_26428,primary haze
test_24769,clear primary
test_24630,clear primary agriculture
test_16882,clear primary
test_36673,clear primary
test_17547,clear primary
test_19290,clear primary agriculture road
test_20407,primary partly_cloudy
test_487,primary partly_cloudy agriculture
test_7638,clear primary habitation agriculture road
test_22171,clear primary agriculture road
test_20740,clear primary
test_17392,clear primary
test_5717,clear primary
test_20797,clear primary agriculture
test_6037,cloudy
test_9572,clear primary
test_9619,primary partly_cloudy
test_8806,primary partly_cloudy
test_30887,clear primary agriculture
test_917,primary haze
test_16615,clear primary
test_35199,clear primary
test_35752,clear primary
test_3485,clear primary
test_31210,clear primary
test_12858,primary partly_cloudy
test_21418,clear primary
test_16528,clear primary water road
test_21443,clear primary habitation agriculture road
test_18623,clear primary agriculture
test_17426,primary partly_cloudy
test_23051,primary partly_cloudy
test_37915,clear primary
test_1743,clear primary agriculture
test_31654,primary partly_cloudy
test_26120,clear primary water
test_35993,clear primary
test_33765,clear primary agriculture
test_5018,primary partly_cloudy
test_36236,clear primary
test_38469,primary partly_cloudy
test_17793,clear primary
test_10099,clear primary
test_13707,clear primary
test_7764,clear primary
test_29463,primary haze
test_33141,primary partly_cloudy agriculture
test_5411,clear primary
test_33444,clear primary agriculture
test_19599,clear primary
test_4808,clear primary
test_17785,clear primary
test_14761,primary partly_cloudy
test_13140,clear primary water agriculture
test_21582,clear primary
test_28623,primary partly_cloudy
test_33611,primary haze
test_9043,clear primary
test_34512,clear primary agriculture
test_19684,clear primary
test_14561,primary partly_cloudy
test_9514,clear primary
test_38700,clear primary
test_11546,clear primary agriculture road
test_23673,clear primary agriculture road
test_24273,primary partly_cloudy agriculture
test_34063,primary agriculture
test_2759,clear primary
test_8252,primary partly_cloudy
test_1989,clear primary
test_20025,clear primary
test_11010,clear primary
test_4172,clear primary
test_2439,primary partly_cloudy
test_2604,primary haze
test_12749,primary water partly_cloudy
test_10039,clear primary
test_17152,clear primary water
test_37510,primary partly_cloudy
test_39042,clear primary agriculture
test_22565,clear primary
test_33523,clear primary agriculture
test_20161,clear primary
test_38242,primary partly_cloudy
test_2771,clear primary agriculture road
test_29662,clear primary
test_506,clear primary
test_14609,clear primary
test_1790,clear primary agriculture
test_6637,primary partly_cloudy agriculture
test_37528,clear primary
test_38388,primary partly_cloudy
test_23924,clear primary
test_10351,clear primary
test_34497,clear primary
test_35792,clear primary
test_33714,clear primary
test_8551,clear primary agriculture road
test_38108,clear primary
test_27305,clear primary agriculture
test_4287,primary partly_cloudy
test_39297,clear primary
test_36072,clear primary
test_10671,primary haze
test_21806,primary partly_cloudy
test_27145,clear primary
test_15731,clear primary agriculture road
test_23716,clear primary water
test_13835,clear primary agriculture road
test_4091,primary partly_cloudy
test_2497,clear primary
test_17483,clear primary
test_12853,primary partly_cloudy
test_8716,primary
test_22341,clear primary
test_37743,clear primary agriculture
test_8586,clear primary
test_29562,clear primary
test_17191,clear primary
test_20651,clear primary agriculture
test_16246,clear primary
test_34779,clear primary
test_29150,clear primary
test_7740,primary haze
test_1818,clear primary agriculture
test_19857,clear primary
test_19201,primary partly_cloudy
test_38414,clear primary agriculture
test_31747,cloudy
test_16131,cloudy
test_18345,clear primary
test_36672,clear primary agriculture road
test_26318,primary partly_cloudy agriculture road
test_28086,clear primary
test_9585,clear primary
test_4622,clear primary
test_12693,clear primary
test_21104,clear primary agriculture
test_33089,clear primary
test_8034,clear primary
test_31854,clear primary
test_1995,clear primary agriculture
test_37437,clear primary
test_9025,primary partly_cloudy
test_33533,clear primary agriculture
test_19873,primary partly_cloudy agriculture
test_28876,clear primary
test_28133,clear primary water
test_13150,clear primary
test_34162,primary partly_cloudy
test_33975,primary haze
test_1751,clear primary
test_27846,clear primary
test_9640,primary partly_cloudy
test_30766,primary haze
test_1191,clear primary agriculture road
test_29759,clear primary agriculture road
test_2250,clear primary agriculture
test_6650,clear primary
test_13995,primary haze
test_35284,clear primary agriculture road
test_2528,clear primary agriculture
test_1300,primary partly_cloudy habitation agriculture road
test_23048,clear primary agriculture
test_39261,clear primary
test_3151,primary partly_cloudy
test_25659,clear primary
test_7680,primary partly_cloudy
test_36368,clear primary
test_1391,clear primary
test_26169,primary partly_cloudy
test_2404,clear primary water
test_9653,clear primary agriculture road
test_37924,clear primary water
test_6587,clear primary
test_311,clear primary
test_35632,clear primary water agriculture
test_5777,primary cloudy
test_2742,primary partly_cloudy
test_19196,primary haze
test_33070,clear primary
test_13056,clear primary
test_16161,clear primary
test_34491,clear primary agriculture road
test_13049,clear primary water
test_6372,clear primary agriculture
test_9006,clear primary
test_3320,primary haze
test_18375,clear primary
test_11713,primary partly_cloudy agriculture road
test_16698,clear primary
test_13191,clear primary agriculture road
test_924,primary partly_cloudy
test_19302,clear primary agriculture
test_10583,primary partly_cloudy
test_4577,clear primary agriculture road
test_28933,clear primary water
test_39144,clear primary agriculture road
test_22558,clear primary agriculture
test_22713,primary haze
test_26626,primary partly_cloudy agriculture
test_14975,clear primary agriculture
test_14765,primary partly_cloudy
test_39618,clear primary agriculture road
test_32508,clear primary
test_5672,primary partly_cloudy
test_5186,primary partly_cloudy
test_28913,clear primary agriculture
test_3239,clear primary agriculture
test_26,primary partly_cloudy agriculture road
test_2369,clear primary agriculture
test_9315,cloudy
test_21485,clear primary
test_23639,clear primary
test_22532,clear primary agriculture road
test_39877,clear primary
test_35946,primary partly_cloudy
test_31785,clear primary
test_15499,clear primary
test_35337,primary partly_cloudy
test_18870,clear primary
test_30271,clear primary
test_22703,clear primary
test_4383,cloudy
test_22506,clear primary
test_18189,primary haze
test_39080,clear primary
test_32663,primary partly_cloudy
test_2466,clear primary agriculture road
test_39163,clear primary agriculture
test_35863,primary
test_26830,primary partly_cloudy
test_4411,clear primary
test_17534,clear primary water
test_5469,clear primary agriculture
test_36111,clear primary
test_37894,cloudy
test_31982,clear primary
test_6352,primary partly_cloudy
test_22025,primary partly_cloudy
test_11216,clear primary
test_21538,clear primary
test_306,clear primary
test_26443,clear primary
test_32384,clear primary
test_256,clear primary
test_11097,clear primary
test_2880,clear primary
test_25346,clear primary
test_35062,clear primary
test_13213,primary partly_cloudy
test_9982,clear primary
test_38570,clear primary
test_36578,primary haze
test_592,clear primary agriculture road
test_24358,clear primary
test_27046,clear primary
test_28377,clear primary
test_17582,clear primary
test_23810,clear primary agriculture
test_18669,clear primary
test_385,primary partly_cloudy agriculture
test_1400,clear primary
test_16168,primary partly_cloudy agriculture road
test_23328,clear primary agriculture road
test_5013,clear primary
test_4322,primary partly_cloudy
test_1983,primary partly_cloudy
test_5177,clear primary agriculture
test_14668,clear primary
test_6845,clear primary agriculture road
test_1975,clear primary agriculture
test_4969,clear primary agriculture
test_25358,clear primary agriculture road
test_7795,primary haze
test_11673,primary
test_4109,clear primary water agriculture road
test_32789,clear primary
test_21068,clear primary
test_24321,clear primary
test_36592,primary
test_21547,clear primary partly_cloudy
test_39573,primary
test_36001,clear primary
test_509,clear primary
test_38907,clear primary
test_14301,clear primary
test_33625,clear primary agriculture
test_804,clear primary
test_22542,clear primary
test_23671,cloudy
test_16302,clear primary
test_10500,clear primary agriculture road
test_35925,clear primary agriculture
test_12115,clear primary
test_11627,clear primary agriculture
test_5713,clear primary
test_10459,primary partly_cloudy
test_13290,clear primary
test_8786,clear primary
test_37767,cloudy
test_32919,clear primary
test_8251,clear primary
test_30602,clear primary
test_39864,clear primary
test_8896,clear primary
test_16766,primary partly_cloudy
test_29990,primary partly_cloudy
test_16565,clear primary
test_30001,clear primary
test_36683,clear primary
test_11237,clear primary
test_20016,clear primary
test_32018,clear primary agriculture
test_25574,clear primary agriculture road
test_3562,clear primary habitation road
test_6783,clear primary
test_3387,cloudy
test_33348,clear primary
test_18364,clear primary habitation agriculture road
test_23326,clear primary
test_24699,clear primary agriculture
test_33960,primary
test_27140,primary
test_18973,primary partly_cloudy agriculture
test_16369,primary partly_cloudy
test_37876,clear primary
test_22573,primary partly_cloudy
test_17445,clear primary
test_22021,clear primary agriculture road
test_38220,clear primary
test_25115,primary partly_cloudy
test_37640,primary haze
test_28474,clear primary agriculture
test_15527,clear primary agriculture
test_4821,clear primary
test_22998,primary partly_cloudy agriculture road
test_34674,primary
test_19937,clear primary
test_31528,clear primary
test_38719,primary partly_cloudy
test_29495,clear primary agriculture
test_9091,clear primary
test_11054,clear primary
test_29445,cloudy
test_4072,clear primary habitation agriculture road
test_29197,clear primary water
test_40249,clear primary water
test_21497,clear primary
test_25379,clear primary agriculture road
test_24397,primary haze
test_14758,primary partly_cloudy
test_30753,clear primary
test_1774,clear primary
test_10818,clear primary agriculture road
test_17870,primary partly_cloudy agriculture
test_32540,clear primary agriculture road
test_39635,clear primary
test_7915,clear primary
test_39421,clear primary
test_16438,clear primary agriculture road
test_8989,primary haze
test_37705,primary
test_3701,primary partly_cloudy
test_971,clear primary
test_12906,clear primary
test_13231,clear primary agriculture
test_3984,clear primary
test_38442,clear primary
test_25983,clear primary
test_7039,clear primary
test_29281,primary partly_cloudy
test_505,clear primary agriculture road
test_17630,clear primary
test_30498,clear primary agriculture
test_690,clear primary
test_36533,clear primary
test_12813,clear primary
test_18234,clear primary agriculture
test_7241,clear primary agriculture road
test_13537,clear primary
test_12097,clear primary water habitation road
test_35526,clear primary agriculture
test_6155,clear primary
test_5916,clear primary agriculture road
test_8343,clear primary water
test_12567,clear primary agriculture road
test_22959,clear primary
test_7730,clear primary
test_28037,clear primary
test_11355,clear primary agriculture road
test_15105,clear primary
test_11150,primary partly_cloudy
test_9319,clear primary
test_8451,primary haze
test_25304,clear primary
test_32520,clear primary
test_17366,primary haze
test_35246,clear primary
test_23624,primary partly_cloudy
test_17835,clear primary
test_6903,clear primary agriculture
test_34910,primary partly_cloudy
test_23652,clear primary
test_9135,clear primary agriculture
test_17280,clear primary
test_12171,clear primary
test_15400,clear primary agriculture
test_19933,primary partly_cloudy
test_32720,primary partly_cloudy
test_28707,clear primary
test_14620,clear primary water agriculture
test_31185,cloudy
test_9069,clear primary
test_26364,clear primary water
test_1980,clear primary agriculture road
test_2574,clear primary
test_8745,clear primary
test_1371,primary
test_20464,primary partly_cloudy agriculture
test_21470,clear primary road
test_20509,primary partly_cloudy
test_25796,cloudy
test_22693,primary partly_cloudy
test_23150,primary partly_cloudy agriculture
test_7734,cloudy
test_23840,clear primary
test_10078,clear primary water agriculture
test_20688,clear primary agriculture road
test_39697,clear primary
test_22012,primary partly_cloudy
test_37830,clear primary agriculture road
test_37206,clear primary
test_19368,clear primary
test_12900,primary partly_cloudy
test_4615,primary partly_cloudy
test_16717,clear primary
test_11800,clear primary water agriculture
test_13637,clear primary
test_25077,primary partly_cloudy
test_3805,primary partly_cloudy
test_15381,clear primary
test_16883,clear primary agriculture
test_6558,clear primary
test_33798,clear primary
test_1840,clear primary habitation agriculture road
test_19709,clear primary agriculture
test_5254,clear primary
test_8063,clear primary
test_22823,clear primary
test_36691,primary haze
test_3714,clear primary
test_13276,primary partly_cloudy
test_1044,primary agriculture
test_10163,primary partly_cloudy
test_36674,primary
test_11755,clear primary
test_4804,clear primary habitation agriculture road
test_4909,clear primary
test_39808,clear primary habitation agriculture road
test_17658,primary partly_cloudy
test_32263,clear primary water
test_16966,clear primary
test_13249,clear primary water
test_28639,clear primary
test_28947,clear primary
test_38421,primary agriculture
test_38205,clear primary agriculture
test_20442,clear primary agriculture road
test_40006,clear primary
test_11120,clear primary
test_25175,clear primary
test_37547,clear primary water agriculture road
test_16804,clear primary
test_15176,cloudy
test_17600,clear primary
test_31543,clear primary
test_23608,clear primary
test_33961,clear primary agriculture
test_36570,clear primary
test_16709,clear primary
test_2766,clear primary
test_34971,clear primary
test_27598,clear primary agriculture road
test_149,primary partly_cloudy
test_30274,primary partly_cloudy
test_19419,primary partly_cloudy
test_36297,primary partly_cloudy
test_31805,primary haze
test_32163,primary haze
test_34451,clear primary
test_39662,clear primary
test_18606,clear primary water
test_29675,primary partly_cloudy agriculture
test_28656,clear primary
test_40135,clear primary agriculture
test_37886,clear primary
test_29300,clear primary
test_33763,primary partly_cloudy
test_16486,clear primary
test_9418,primary
test_16109,primary partly_cloudy
test_2228,clear primary agriculture
test_3290,cloudy
test_9829,clear primary agriculture
test_29212,clear primary agriculture
test_33835,clear primary habitation agriculture road
test_29097,clear primary
test_1810,clear primary
test_32481,clear primary agriculture
test_23528,primary partly_cloudy
test_18152,clear primary
test_498,clear primary
test_23146,clear primary
test_8528,cloudy partly_cloudy
test_37855,clear primary
test_30526,clear primary
test_21142,clear primary
test_38504,clear primary agriculture
test_31466,primary partly_cloudy
test_9195,clear primary
test_2532,primary cloudy partly_cloudy
test_24369,primary haze
test_40520,primary partly_cloudy
test_40214,clear primary
test_2170,primary
test_32324,clear primary
test_25758,primary partly_cloudy
test_29477,clear primary
test_17100,clear primary agriculture
test_13222,clear primary water
test_31457,primary partly_cloudy
test_11570,clear primary
test_22185,clear primary
test_16648,clear primary
test_7133,clear primary agriculture road
test_4100,primary
test_19128,primary partly_cloudy agriculture
test_5307,clear primary
test_26587,clear primary
test_14235,primary partly_cloudy agriculture road
test_31127,clear primary
test_17224,clear primary
test_24051,clear primary agriculture road
test_8946,primary
test_9884,clear primary
test_37300,clear primary
test_20169,clear primary
test_25686,clear primary
test_38340,primary haze
test_2786,primary partly_cloudy agriculture
test_32619,clear primary
test_1316,clear primary
test_2362,primary partly_cloudy
test_23205,clear primary
test_26578,clear primary
test_20128,clear primary water
test_20443,primary partly_cloudy
test_13453,clear primary
test_5629,clear primary water
test_31857,clear primary
test_3766,primary partly_cloudy
test_4642,primary haze
test_30170,clear primary agriculture road
test_19309,primary partly_cloudy agriculture road
test_408,clear primary
test_33983,primary partly_cloudy
test_29062,clear primary
test_22111,primary partly_cloudy agriculture road
test_18382,clear primary
test_36317,clear primary
test_11492,clear primary
test_36262,clear primary
test_32637,clear primary
test_26016,primary partly_cloudy
test_38921,primary haze
test_39922,clear primary agriculture road
test_4961,clear primary water agriculture
test_14807,cloudy
test_29391,clear primary
test_25786,primary partly_cloudy
test_777,clear primary agriculture road
test_3342,clear primary partly_cloudy
test_13928,clear primary
test_19618,primary partly_cloudy agriculture
test_3277,primary partly_cloudy
test_17710,clear primary
test_34960,clear primary
test_32517,primary haze
test_35849,clear primary
test_19453,clear primary agriculture
test_3182,clear primary
test_40294,clear primary
test_2917,primary partly_cloudy
test_31323,clear primary
test_13112,clear primary
test_19208,clear primary
test_35103,clear primary agriculture road
test_26255,clear primary
test_9113,clear primary
test_35202,primary partly_cloudy
test_30587,clear primary
test_14927,clear primary
test_20686,primary haze
test_21987,clear primary agriculture
test_36398,primary partly_cloudy
test_21487,clear primary
test_27041,clear primary
test_3710,clear primary agriculture
test_3199,clear primary agriculture
test_10339,primary haze
test_28496,clear primary
test_7544,clear primary
test_13275,clear primary
test_3010,clear primary
test_5785,clear primary agriculture road
test_36774,primary partly_cloudy agriculture road
test_38975,clear primary
test_32420,clear primary agriculture
test_33362,clear primary
test_20131,clear primary
test_12537,clear primary
test_16620,cloudy
test_27720,clear primary
test_15212,primary partly_cloudy agriculture
test_1521,clear primary agriculture road
test_2345,clear primary water
test_39681,clear primary
test_8552,clear primary agriculture road
test_865,cloudy
test_28918,primary partly_cloudy
test_3350,clear primary agriculture road
test_12265,primary partly_cloudy
test_2820,primary haze
test_36289,clear primary
test_30725,primary partly_cloudy
test_3625,cloudy
test_27788,clear primary
test_35378,cloudy
test_26633,clear primary habitation agriculture road
test_36094,clear primary agriculture road
test_22410,clear primary
test_17950,primary partly_cloudy
test_27820,primary
test_39302,clear primary
test_29031,clear primary agriculture road
test_24743,clear primary agriculture road
test_37319,clear primary
test_33964,clear primary
test_8399,clear primary partly_cloudy agriculture road
test_34633,clear primary
test_13962,primary haze
test_32461,clear primary agriculture
test_23480,primary
test_10593,clear primary agriculture
test_33623,clear primary
test_35367,clear primary water
test_12323,clear primary
test_22234,clear primary agriculture
test_12641,clear primary
test_31592,clear primary
test_26884,clear primary agriculture
test_40383,clear primary
test_22246,clear primary
test_8955,clear primary
test_40357,clear primary
test_4936,clear primary
test_7121,clear primary
test_4624,clear primary agriculture
test_7924,primary
test_1662,clear primary water agriculture
test_36925,clear primary
test_10260,primary partly_cloudy
test_31242,clear primary
test_19630,clear primary agriculture road
test_34845,clear primary
test_38542,clear primary
test_27086,primary partly_cloudy
test_2667,primary haze
test_38245,clear primary road
test_9545,clear primary
test_18779,clear primary agriculture
test_39079,clear primary
test_33574,clear primary
test_18919,primary partly_cloudy agriculture
test_30128,primary
test_25322,clear primary
test_5773,clear primary habitation agriculture road
test_16166,primary agriculture
test_38374,clear primary
test_38349,clear primary
test_33074,clear primary
test_16389,clear primary
test_3040,clear primary agriculture
test_17019,clear primary
test_24510,clear primary
test_22174,clear primary
test_33315,clear primary
test_17654,primary haze
test_23307,primary partly_cloudy
test_3286,primary partly_cloudy
test_26385,clear primary water
test_36455,clear primary water road
test_29973,clear primary agriculture road
test_14880,clear primary
test_17318,primary
test_5332,clear primary
test_3092,clear primary
test_31804,primary partly_cloudy
test_26970,clear primary
test_37017,clear primary agriculture
test_22910,primary cloudy
test_16024,clear primary
test_20430,clear primary agriculture
test_37753,primary partly_cloudy agriculture road
test_30539,primary partly_cloudy
test_20762,clear primary
test_38140,primary partly_cloudy agriculture
test_24822,clear primary
test_28551,clear primary agriculture
test_12086,primary partly_cloudy
test_35904,primary partly_cloudy agriculture
test_22656,clear primary agriculture road
test_31962,clear primary
test_29674,clear primary agriculture
test_30324,clear primary
test_24863,clear primary
test_26751,clear primary
test_19708,clear primary
test_16545,primary partly_cloudy
test_6306,primary partly_cloudy
test_7676,clear primary
test_3573,clear primary
test_4025,clear primary haze agriculture
test_30255,clear primary agriculture
test_5341,primary partly_cloudy
test_23585,primary partly_cloudy agriculture
test_2612,primary
test_13735,primary partly_cloudy
test_16436,clear primary
test_7434,clear primary
test_17859,primary haze
test_34985,clear primary
test_13884,clear primary agriculture road
test_36142,clear primary agriculture road
test_16009,clear primary
test_2575,clear primary
test_5383,clear primary water road
test_14315,clear primary
test_4979,primary partly_cloudy
test_3849,clear primary
test_25119,cloudy partly_cloudy
test_26156,clear primary
test_28162,clear primary
test_28760,clear primary haze agriculture
test_14331,clear primary
test_36107,clear primary agriculture
test_4158,clear primary water
test_13631,clear primary agriculture road
test_35721,clear primary agriculture
test_39995,clear primary agriculture
test_38026,clear primary
test_7172,primary partly_cloudy agriculture
test_32275,clear primary water
test_15173,clear primary
test_9899,clear primary
test_32368,clear primary water agriculture
test_38222,clear primary habitation agriculture road
test_2762,clear primary
test_27619,primary partly_cloudy
test_12121,clear primary habitation agriculture road
test_39370,clear primary agriculture road
test_22223,clear primary
test_32813,clear primary agriculture
test_13494,clear primary
test_20253,clear primary
test_30834,clear primary agriculture road
test_29565,clear primary
test_22419,clear primary
test_9660,clear primary
test_23159,clear primary
test_121,clear primary
test_15061,clear primary
test_8162,clear primary water
test_14112,clear primary water
test_31547,clear primary agriculture road
test_163,primary partly_cloudy
test_22995,clear primary
test_9378,clear primary agriculture road
test_5102,primary partly_cloudy
test_5111,clear primary agriculture
test_10347,clear primary
test_743,clear primary
test_13184,clear primary
test_13422,clear primary agriculture
test_5078,clear primary cultivation agriculture
test_16979,primary partly_cloudy
test_7281,clear primary agriculture road
test_22462,clear primary
test_5355,clear primary
test_34629,clear primary agriculture road
test_20179,primary haze
test_13978,clear primary water
test_38117,clear primary
test_35160,clear primary
test_3899,primary partly_cloudy
test_7690,clear primary
test_12431,clear primary
test_20893,primary
test_10658,clear primary
test_27553,clear primary
test_6991,primary haze
test_30168,clear primary agriculture road
test_27292,clear primary
test_35702,primary partly_cloudy
test_6497,clear primary
