image_name,tags
test_499, clear primary
test_500, clear primary
test_501, clear primary
test_502, clear primary
test_503, agriculture clear primary
test_504, partly_cloudy primary
test_505, agriculture clear primary road
test_506, clear primary
test_507, haze primary
test_508, clear primary road water
test_509, clear primary
test_510, artisinal_mine clear primary road water
test_511, agriculture clear primary road
test_512, cloudy haze primary
test_513, clear primary
test_514, partly_cloudy primary
test_515, partly_cloudy primary
test_516, clear primary
test_517, agriculture clear primary road water
test_518, partly_cloudy primary
test_519, agriculture haze primary road
test_520, cloudy
test_521, primary
test_522, agriculture clear primary road
test_523, partly_cloudy primary
test_524, haze primary
test_525, clear primary
test_526, agriculture clear primary road
test_527, clear primary
test_528, agriculture clear habitation primary road
test_529, partly_cloudy primary
test_530, agriculture clear primary road
test_531, agriculture clear primary
test_532, clear primary
test_533, clear primary
test_534, clear primary
test_535, clear primary
test_536, cloudy
test_537, primary
test_538, clear primary
test_539, agriculture partly_cloudy primary
test_540, clear primary
test_541, agriculture clear primary road
test_542, clear primary
test_543, clear primary
test_544, agriculture clear habitation primary road
test_545, clear primary
test_546, agriculture clear habitation primary water
test_547, clear primary
test_548, partly_cloudy primary
test_549, haze primary
test_550, agriculture partly_cloudy primary
test_551, agriculture partly_cloudy primary road
test_552, clear primary
test_553, agriculture clear haze primary
test_554, clear primary
test_555, clear primary
test_556, cloudy
test_557, clear primary
test_558, partly_cloudy primary
test_559, clear primary
test_560, clear primary
test_561, partly_cloudy primary
test_562, agriculture clear primary road
test_563, clear primary
test_564, agriculture clear habitation primary road
test_565, partly_cloudy primary
test_566, clear primary
test_567, partly_cloudy primary
test_568, clear habitation primary road
test_569, clear primary
test_570, clear primary
test_571, clear primary
test_572, partly_cloudy primary
test_573, clear primary
test_574, clear primary
test_575, clear primary
test_576, clear primary
test_577, partly_cloudy primary
test_578, haze primary
test_579, clear primary
test_580, agriculture clear primary road
test_581, clear primary road water
test_582, clear primary
test_583, agriculture clear primary
test_584, clear primary
test_585, clear primary water
test_586, clear primary water
test_587, agriculture clear primary road
test_588, clear primary
test_589, partly_cloudy primary
test_590, clear primary
test_591, agriculture clear primary road
test_592, agriculture clear habitation primary road
test_593, clear primary
test_594, agriculture clear primary
test_595, agriculture partly_cloudy primary
test_596, agriculture artisinal_mine clear primary water
test_597, cultivation partly_cloudy primary
test_598, partly_cloudy primary
test_599, clear primary
test_600, clear primary
test_601, haze primary
test_602, cloudy
test_603, clear primary
test_604, cloudy
test_605, partly_cloudy primary
test_606, agriculture clear primary road
test_607, partly_cloudy primary
test_608, agriculture clear habitation primary road
test_609, clear primary
test_610, clear primary
test_611, clear primary road water
test_612, clear primary
test_613, partly_cloudy primary
test_614, clear primary
test_615, clear primary water
test_616, clear primary
test_617, clear primary
test_618, clear primary
test_619, partly_cloudy primary road
test_620, agriculture clear cultivation primary
test_621, clear primary
test_622, agriculture clear primary
test_623, clear primary
test_624, clear primary
test_625, clear primary
test_626, clear primary
test_627, clear primary
test_628, clear primary
test_629, clear primary
test_630, agriculture clear habitation primary road
test_631,
test_632, cloudy
test_633, clear primary road water
test_634, agriculture clear primary road
test_635, clear primary
test_636, clear primary
test_637, clear primary
test_638, clear primary
test_639, agriculture clear primary
test_640, clear primary
test_641, agriculture primary
test_642, agriculture clear primary road
test_643, agriculture clear cultivation primary
test_644, clear primary
test_645, partly_cloudy primary
test_646, partly_cloudy primary
test_647, agriculture clear cultivation primary water
test_648, agriculture clear habitation primary road
test_649, agriculture clear primary road
test_650, clear primary water
test_651, agriculture clear habitation primary road
test_652, clear primary
test_653, agriculture clear primary
test_654, cloudy
test_655, clear primary
test_656, clear primary
test_657, agriculture clear habitation primary road
test_658, clear primary
test_659, clear primary
test_660, clear primary
test_661, clear primary
test_662, partly_cloudy primary
test_663, partly_cloudy primary
test_664, cloudy
test_665, clear primary
test_666, clear primary
test_667, clear primary
test_668, clear primary water
test_669, clear primary
test_670, partly_cloudy primary
test_671, agriculture clear road water
test_672, clear primary
test_673, clear primary
test_674, partly_cloudy primary
test_675, haze primary
test_676, agriculture clear primary road
test_677, clear primary
test_678, agriculture clear primary
test_679, cloudy
test_680, agriculture clear cultivation primary
test_681, clear primary
test_682, clear primary
test_683, partly_cloudy primary
test_684, clear primary
test_685, agriculture clear primary road
test_686, clear primary
test_687, cloudy
test_688, agriculture primary
test_689, agriculture clear primary
test_690, clear primary
test_691, primary
test_692, haze primary
test_693, clear primary water
test_694, agriculture clear primary
test_695, agriculture clear cultivation primary
test_696, primary water
test_697, partly_cloudy primary
test_698, clear primary water
test_699, agriculture partly_cloudy primary
test_700, cloudy
test_701, agriculture clear habitation primary road
test_702, cloudy
test_703, clear primary
test_704, clear primary
test_705, clear primary
test_706, clear primary
test_707, clear primary
test_708, clear primary
test_709, cloudy
test_710, clear primary
test_711, clear primary
test_712, partly_cloudy primary
test_713, clear primary
test_714, partly_cloudy primary
test_715, partly_cloudy primary
test_716, clear primary
test_717, clear primary
test_718, agriculture clear partly_cloudy primary water
test_719, clear primary
test_720, agriculture clear primary road water
test_721, clear primary
test_722, clear primary
test_723, agriculture clear primary road
test_724, agriculture clear primary
test_725, clear primary road
test_726, clear primary
test_727, partly_cloudy primary
test_728, clear primary
test_729, agriculture clear primary road
test_730, clear primary water
test_731, clear primary
test_732, clear primary
test_733, clear primary
test_734, clear primary
test_735, agriculture clear primary road
test_736, agriculture clear partly_cloudy primary road
test_737, clear partly_cloudy primary water
test_738, agriculture clear habitation primary road
test_739, agriculture clear cultivation primary
test_740, clear primary
test_741, partly_cloudy primary water
test_742, clear primary
test_743, clear primary
test_744, agriculture clear habitation primary road
test_745, clear primary
test_746, partly_cloudy primary
test_747, agriculture primary
test_748, clear primary
test_749, partly_cloudy primary
test_750, agriculture clear habitation primary road
test_751, clear primary
test_752, partly_cloudy primary
test_753, clear primary
test_754, cloudy
test_755, haze primary
test_756, clear habitation primary road
test_757, clear primary
test_758, cloudy
test_759, partly_cloudy primary
test_760, clear primary
test_761, partly_cloudy primary
test_762, clear primary
test_763, agriculture clear primary
test_764, agriculture clear primary road
test_765, clear primary
test_766, clear primary
test_767, agriculture clear habitation primary water
test_768, clear primary
test_769, haze primary
test_770, agriculture clear primary
test_771, clear primary
test_772, partly_cloudy primary
test_773, agriculture partly_cloudy primary
test_774, agriculture clear partly_cloudy primary
test_775, agriculture clear primary water
test_776, clear primary
test_777, agriculture clear habitation primary road
test_778, agriculture clear primary
test_779, clear primary
test_780, clear primary
test_781, agriculture clear habitation primary road
test_782, partly_cloudy primary
test_783, cloudy
test_784, agriculture clear primary
test_785, partly_cloudy primary
test_786, partly_cloudy primary
test_787, agriculture clear primary
test_788, cloudy
test_789, partly_cloudy primary
test_790, clear primary road water
test_791, clear primary
test_792, clear primary
test_793, partly_cloudy primary
test_794, agriculture clear primary
test_795, artisinal_mine clear primary water
test_796, clear primary
test_797, partly_cloudy primary
test_798, agriculture partly_cloudy primary
test_799, clear primary
test_800, clear primary
test_801, agriculture habitation partly_cloudy primary
test_802, agriculture clear primary road
test_803, agriculture clear primary
test_804, haze primary
test_805, agriculture clear primary
test_806, clear primary
test_807, agriculture clear primary
test_808, clear primary
test_809, clear primary
test_810, agriculture partly_cloudy primary road
test_811, clear primary
test_812, clear primary water
test_813, clear primary
test_814, clear primary
test_815, clear primary
test_816, clear primary water
test_817, cloudy
test_818, agriculture clear habitation road
test_819, primary
test_820, clear primary
test_821, agriculture clear primary
test_822, clear primary
test_823, cloudy primary
test_824, clear primary
test_825, haze primary
test_826, agriculture clear cultivation habitation primary
test_827, clear primary
test_828, clear primary
test_829, clear primary
test_830, cloudy
test_831, clear primary
test_832, partly_cloudy primary
test_833, partly_cloudy primary
test_834, clear primary
test_835, clear primary
test_836, clear primary
test_837, clear primary water
test_838, agriculture clear habitation primary road
test_839, clear primary
test_840, clear primary
test_841, clear primary
test_842, clear primary
test_843, cloudy
test_844, agriculture partly_cloudy primary
test_845, agriculture clear primary road
test_846, agriculture clear habitation primary road
test_847, clear primary
test_848, cloudy
test_849, cloudy
test_850, clear primary
test_851, clear primary
test_852, haze primary
test_853, agriculture clear primary water
test_854, agriculture clear cultivation primary
test_855, clear primary
test_856, clear primary
test_857, partly_cloudy primary
test_858, agriculture haze primary road
test_859, agriculture clear primary
test_860, clear primary
test_861, clear primary
test_862, partly_cloudy primary
test_863, clear primary
test_864, clear primary
test_865, cloudy
test_866, partly_cloudy primary
test_867, cloudy
test_868, clear primary
test_869, clear primary
test_870, clear primary
test_871, partly_cloudy primary water
test_872, clear primary
test_873, clear primary
test_874, clear primary
test_875, partly_cloudy primary
test_876, clear primary
test_877, agriculture partly_cloudy primary road
test_878, partly_cloudy primary
test_879, agriculture clear primary
test_880, clear primary
test_881, agriculture clear cultivation habitation primary
test_882, clear primary
test_883, haze primary
test_884, clear primary
test_885, clear primary
test_886, haze primary water
test_887, agriculture habitation partly_cloudy primary road
test_888, agriculture primary
test_889, haze primary
test_890, clear primary
test_891, agriculture clear primary road
test_892, clear primary
test_893, agriculture habitation partly_cloudy primary road
test_894, clear primary
test_895, agriculture clear road
test_896, clear primary
test_897, cloudy
test_898, cloudy
test_899, agriculture clear primary road
test_900, agriculture clear primary road
test_901, clear primary
test_902, haze primary
test_903, agriculture partly_cloudy primary
test_904, agriculture clear primary
test_905, clear primary
test_906, clear primary water
test_907, clear primary
test_908, partly_cloudy primary
test_909, clear primary
test_910,
test_911, clear primary
test_912, agriculture clear primary
test_913, agriculture clear primary road
test_914, haze primary road
test_915, clear primary
test_916, clear primary
test_917, primary
test_918, clear primary
test_919, primary
test_920, clear primary
test_921, cloudy
test_922, cloudy
test_923, agriculture clear primary
test_924, partly_cloudy primary
test_925, cloudy
test_926, agriculture clear habitation primary road
test_927, clear primary
test_928, clear primary road
test_929, partly_cloudy primary
test_930, clear cultivation primary road
test_931, clear primary
test_932, clear primary
test_933, clear primary
test_934, partly_cloudy primary
test_935, clear cultivation primary
test_936, clear primary
test_937, cloudy
test_938, clear primary
test_939, clear primary
test_940, clear primary
test_941, agriculture clear primary road
test_942, agriculture haze primary
test_943, partly_cloudy primary
test_944, primary road
test_945, clear primary
test_946, clear primary
test_947, partly_cloudy primary
test_948, clear primary
test_949, clear primary
test_950, partly_cloudy primary
test_951, agriculture clear primary road
test_952, agriculture clear primary
test_953, agriculture clear habitation primary road
test_954, partly_cloudy primary
test_955, clear cultivation primary
test_956, partly_cloudy primary
test_957, partly_cloudy primary water
test_958, haze primary water
test_959, cloudy
test_960, primary
test_961, partly_cloudy primary water
test_962, clear primary
test_963, agriculture clear primary
test_964, clear primary
test_965, clear primary
test_966, clear primary
test_967, clear primary
test_968, clear primary water
test_969, clear primary
test_970, clear primary
test_971, clear primary
test_972, clear primary
test_973, agriculture clear primary road
test_974, agriculture clear water
test_975, clear primary
test_976, agriculture clear cultivation primary
test_977, agriculture clear partly_cloudy primary road
test_978, clear primary
test_979, partly_cloudy primary water
test_980, agriculture clear primary road
test_981, clear primary
test_982, clear primary
test_983, clear primary
test_984, agriculture clear habitation primary road
test_985, primary
test_986, clear primary
test_987, primary
test_988, clear primary
test_989, clear primary
test_990, haze primary
test_991, clear primary
test_992, clear primary
test_993, agriculture clear primary road
test_994, clear primary
test_995, agriculture clear cultivation primary road water
test_996, clear primary
test_997, clear primary
test_998, haze primary
test_999, clear primary
test_1000, clear primary
test_1001, clear primary
test_1002, clear primary
test_1003, artisinal_mine clear primary water
test_1004, agriculture clear primary
test_1005, clear primary
test_1006, clear partly_cloudy primary
test_1007, clear primary
test_1008, partly_cloudy primary
test_1009, agriculture clear primary road
test_1010, cloudy primary
test_1011, clear primary
test_1012, clear primary
test_1013, partly_cloudy primary
test_1014, clear primary
test_1015, agriculture clear primary
test_1016, agriculture clear cultivation habitation primary
test_1017, agriculture haze primary
test_1018, agriculture clear primary water
test_1019, agriculture partly_cloudy primary road
test_1020, agriculture clear primary road
test_1021, partly_cloudy primary
test_1022, cloudy
test_1023, partly_cloudy primary
test_1024, clear primary
test_1025, primary
test_1026, partly_cloudy primary
test_1027, agriculture clear cultivation primary
test_1028, agriculture partly_cloudy primary
test_1029, agriculture partly_cloudy primary road
test_1030, agriculture clear cultivation primary
test_1031, clear primary
test_1032, haze primary
test_1033, agriculture partly_cloudy primary
test_1034, clear primary
test_1035, clear primary
test_1036, clear primary
test_1037, clear primary
test_1038, clear primary
test_1039, cloudy
test_1040, clear primary
test_1041, partly_cloudy primary
test_1042, clear primary
test_1043, agriculture haze primary road water
test_1044, agriculture primary
test_1045, clear primary
test_1046, agriculture clear primary
test_1047, agriculture clear primary
test_1048, clear primary
test_1049, clear primary
test_1050, clear primary
test_1051, clear primary
test_1052, clear primary
test_1053, partly_cloudy primary
test_1054, primary
test_1055, clear primary road water
test_1056, haze primary
test_1057, agriculture clear habitation primary road
test_1058, agriculture clear primary
test_1059, agriculture clear primary
test_1060, clear primary
test_1061, clear primary
test_1062, clear primary water
test_1063, clear primary
test_1064, clear primary
test_1065, clear primary
test_1066, agriculture clear habitation primary road
test_1067, clear primary
test_1068, cloudy
test_1069, agriculture clear primary
test_1070, agriculture clear primary road
test_1071, agriculture clear habitation primary road
test_1072, clear primary
test_1073, agriculture clear primary water
test_1074, clear primary
test_1075, agriculture partly_cloudy primary
test_1076, clear primary
test_1077, clear primary
test_1078, clear primary
test_1079, clear primary
test_1080, clear primary
test_1081, clear primary
test_1082, agriculture partly_cloudy primary
test_1083, agriculture clear habitation primary road
test_1084, clear primary
test_1085, clear primary
test_1086, agriculture clear road
test_1087, clear primary water
test_1088, clear primary
test_1089, clear habitation primary road
test_1090, clear primary road
test_1091, clear primary road
test_1092, agriculture clear primary water
test_1093, clear primary
test_1094, agriculture clear habitation primary road
test_1095, clear primary
test_1096, partly_cloudy primary
test_1097, agriculture partly_cloudy primary
test_1098, primary
test_1099, clear primary
test_1100, agriculture clear primary
test_1101, clear cultivation primary
test_1102, clear primary water
test_1103, clear primary
test_1104, agriculture clear partly_cloudy primary
test_1105, clear primary
test_1106, clear partly_cloudy primary
test_1107, agriculture clear habitation primary road
test_1108, agriculture partly_cloudy primary
test_1109, primary
test_1110, clear primary
test_1111, clear primary
test_1112, agriculture clear primary road
test_1113, clear primary
test_1114, cloudy
test_1115, clear primary
test_1116, partly_cloudy primary
test_1117, partly_cloudy primary
test_1118, cloudy
test_1119, agriculture clear primary road
test_1120, clear primary
test_1121, clear primary
test_1122, agriculture clear primary water
test_1123, agriculture clear cultivation primary
test_1124, clear primary
test_1125, clear primary
test_1126, partly_cloudy primary
test_1127, agriculture clear primary road water
test_1128, agriculture clear cultivation primary
test_1129, partly_cloudy primary
test_1130, clear primary
test_1131, cloudy haze water
test_1132, cloudy
test_1133, clear primary
test_1134, agriculture clear primary road
test_1135, clear primary
test_1136, clear primary
test_1137, clear primary
test_1138, clear primary
test_1139, cloudy
test_1140, partly_cloudy primary
test_1141, partly_cloudy primary
test_1142, haze primary
test_1143, clear primary
test_1144, agriculture clear primary
test_1145, clear primary
test_1146, agriculture clear cultivation primary
test_1147, haze primary
test_1148, clear primary
test_1149, partly_cloudy primary
test_1150, clear primary
test_1151, clear primary
test_1152, clear primary
test_1153, clear primary
test_1154, clear primary
test_1155, clear primary
test_1156, haze primary
test_1157, partly_cloudy primary
test_1158, agriculture clear habitation primary
test_1159, partly_cloudy primary
test_1160, agriculture clear primary
test_1161, cloudy primary
test_1162, haze primary
test_1163, agriculture primary road
test_1164, agriculture clear primary road water
test_1165, agriculture clear primary road
test_1166, clear primary
test_1167, clear primary
test_1168, agriculture clear primary
test_1169, clear primary
test_1170, clear primary
test_1171, agriculture clear cultivation primary
test_1172, clear primary
test_1173, agriculture clear primary road
test_1174, clear habitation primary road
test_1175, partly_cloudy primary
test_1176, agriculture clear primary
test_1177, cloudy
test_1178, clear primary
test_1179, clear primary
test_1180, agriculture clear primary road
test_1181, clear primary
test_1182, clear primary
test_1183, agriculture primary
test_1184, primary
test_1185, agriculture bare_ground clear primary road
test_1186, haze primary
test_1187, clear primary
test_1188, agriculture clear primary road
test_1189, clear primary
test_1190, cloudy primary
test_1191, agriculture bare_ground clear primary road
test_1192, clear primary
test_1193, clear primary
test_1194, clear primary
test_1195, agriculture clear primary road
test_1196, agriculture clear habitation primary road
