image_name,tags
test_38523,clear primary water road
test_12590,clear primary
test_31819,clear primary
test_27549,clear primary
test_31702,cloudy
test_28383,clear primary
test_2685,clear primary water habitation road
test_34616,clear primary water agriculture
test_18812,primary partly_cloudy agriculture road
test_23581,clear primary agriculture road
test_35551,clear primary water
test_19928,primary partly_cloudy
test_35595,primary haze
test_28721,clear primary agriculture road
test_6405,clear primary water
test_9822,clear primary
test_27596,clear primary
test_33538,primary partly_cloudy
test_16369,primary partly_cloudy agriculture
test_10784,clear primary
test_40331,primary partly_cloudy
test_17280,clear primary
test_33473,cloudy
test_29536,primary partly_cloudy
test_5243,clear primary
test_28155,clear primary
test_9409,primary cloudy
test_3843,clear primary
test_35991,clear primary
test_35130,primary partly_cloudy agriculture
test_38708,clear primary
test_10018,clear primary cultivation agriculture
test_38928,clear primary agriculture
test_1641,clear primary habitation agriculture road
test_19580,clear primary cultivation agriculture
test_31168,clear primary water
test_3475,clear primary
test_8983,clear primary water agriculture
test_17449,clear primary
test_7059,primary partly_cloudy
test_730,clear primary
test_14759,cloudy
test_3598,clear primary
test_25742,clear primary agriculture
test_25833,clear primary
test_4542,clear primary
test_36296,cloudy
test_33674,clear primary
test_23094,clear primary
test_21619,primary partly_cloudy
test_25507,primary
test_21266,clear primary agriculture road
test_11294,clear primary
test_40445,clear primary water road
test_6788,clear primary water
test_31076,clear primary water agriculture road
test_8380,clear primary habitation agriculture road
test_38689,cloudy
test_11159,clear primary agriculture
test_12595,clear primary
test_20764,clear primary agriculture
test_30153,cloudy
test_16884,clear primary
test_5197,primary partly_cloudy
test_27752,primary haze
test_22825,clear primary
test_16608,primary partly_cloudy agriculture
test_16172,clear primary agriculture road
test_8955,clear primary
test_8268,clear primary agriculture road
test_21400,clear primary
test_8410,clear primary water
test_14330,clear primary habitation road
test_13402,clear primary
test_31900,clear primary agriculture road
test_36541,clear primary water
test_17497,clear primary water
test_16434,clear primary cultivation agriculture road
test_8924,clear primary agriculture road
test_27308,clear primary
test_26595,clear primary habitation agriculture road
test_11864,primary water partly_cloudy
test_1065,clear primary
test_2314,clear primary
test_15799,clear primary
test_27298,clear primary water
test_31966,clear primary habitation agriculture road
test_8176,primary water
test_30386,clear primary cultivation agriculture
test_29904,primary haze
test_18865,clear primary
test_38503,clear primary
test_22492,clear primary
test_9190,clear primary agriculture road
test_34067,clear primary
test_22964,clear primary
test_40076,clear primary
test_28869,cloudy
test_38393,clear primary habitation agriculture
test_24284,clear primary
test_4047,primary partly_cloudy
test_19878,primary partly_cloudy
test_4742,water agriculture
test_36162,primary cloudy water
test_22838,
test_34258,clear primary
test_35661,primary haze
test_3788,clear primary
test_12150,primary haze
test_22979,clear primary agriculture
test_11991,cloudy
test_39386,clear primary water artisinal_mine
test_18846,primary haze
test_13121,clear primary
test_25899,clear primary agriculture road
test_33907,primary water partly_cloudy
test_30910,clear primary water
test_17623,clear primary agriculture road
test_30081,clear primary
test_11141,primary haze agriculture
test_5522,clear primary
test_4121,clear primary
test_5788,clear primary agriculture road
test_16427,clear primary
test_23749,clear primary habitation agriculture road
test_3994,clear primary water
test_18245,primary partly_cloudy
test_35985,clear primary
test_1340,cloudy
test_2584,clear primary
test_8100,primary partly_cloudy agriculture
test_25483,clear primary
test_39425,primary haze
test_29449,cloudy
test_31230,primary partly_cloudy
test_33503,clear primary
test_22888,clear primary
test_178,clear primary agriculture
test_13713,clear primary
test_18470,clear primary
test_26963,clear primary agriculture road
test_19148,clear primary
test_10727,primary partly_cloudy agriculture
test_12415,primary haze
test_37533,primary cloudy partly_cloudy
test_6727,primary
test_1080,clear primary
test_14571,clear primary
test_10822,clear primary
test_8996,clear primary water artisinal_mine
test_35396,primary partly_cloudy
test_19202,primary haze
test_11437,primary partly_cloudy
test_37343,clear primary habitation agriculture road
test_5808,clear primary
test_13557,clear primary habitation agriculture road
test_6268,clear primary
test_8361,clear primary agriculture
test_25444,clear primary habitation agriculture road
test_3249,primary partly_cloudy
test_704,clear primary
test_22325,clear primary water agriculture
test_17632,clear primary cultivation agriculture
test_11871,clear primary
test_22438,clear primary
test_40633,clear primary agriculture road
test_33238,primary partly_cloudy
test_5663,clear primary
test_1654,clear primary agriculture road
test_22883,clear primary agriculture
test_10104,clear primary
test_254,clear primary
test_17977,clear primary
test_14296,clear primary
test_14405,clear primary cultivation agriculture
test_11768,clear primary
test_39382,clear primary
test_1381,clear primary
test_27792,clear primary
test_29825,clear primary agriculture road
test_37930,primary partly_cloudy
test_19712,clear primary water
test_32293,clear primary
test_456,primary partly_cloudy
test_22669,cloudy
test_4888,primary partly_cloudy
test_23372,clear primary water
test_5811,primary partly_cloudy
test_34439,clear primary agriculture
test_11698,cloudy
test_7962,primary partly_cloudy
test_33201,clear primary cultivation
test_12352,clear primary agriculture road
test_28811,primary partly_cloudy
test_3989,primary partly_cloudy agriculture road
test_32449,clear primary
test_17002,primary partly_cloudy
test_23778,primary partly_cloudy
test_14344,clear primary cultivation
test_33394,clear primary water agriculture
test_35896,cloudy
test_1342,clear primary water agriculture
test_31927,clear primary agriculture road
test_3235,clear primary
test_33696,clear primary habitation agriculture road
test_25142,clear primary
test_21531,cloudy
test_24120,primary partly_cloudy agriculture road
test_13420,clear primary
test_30234,clear primary agriculture road
test_33210,clear primary agriculture
test_21436,clear primary agriculture road
test_36107,clear primary
test_30522,clear primary
test_14240,clear primary
test_12495,clear primary
test_10057,clear primary agriculture road
test_10928,clear primary
test_4698,clear primary
test_40370,clear primary agriculture road
test_2952,clear primary
test_14957,primary partly_cloudy agriculture
test_33335,clear primary
test_15394,clear primary
test_7647,clear primary
test_32872,primary haze
test_34064,cloudy
test_14219,clear primary
test_23962,clear primary water
test_34658,clear primary agriculture road
test_31547,primary partly_cloudy
test_31498,clear primary
test_18414,clear primary water
test_10173,clear primary
test_30543,clear primary habitation agriculture road
test_4686,clear primary water
test_2329,clear primary
test_27523,clear primary
test_34986,clear primary
test_36784,clear primary
test_7414,clear primary water agriculture
test_25131,clear primary
test_18722,cloudy
test_39119,clear primary
test_25884,clear primary
test_9010,clear primary
test_27809,primary partly_cloudy
test_25493,clear primary
test_9917,clear primary
test_4142,primary haze
test_27912,clear primary agriculture
test_28734,clear primary agriculture road
test_36341,primary partly_cloudy agriculture
test_27855,clear primary
test_11609,clear primary agriculture
test_16018,clear primary
test_29984,primary partly_cloudy
test_38485,clear primary
test_14265,clear primary agriculture
test_14845,clear primary
test_35788,clear primary
test_3629,clear primary agriculture
test_12812,clear primary
test_9988,clear primary
test_21632,clear primary water agriculture
test_15012,primary partly_cloudy
test_34224,clear primary habitation agriculture
test_30963,clear primary
test_15551,clear primary agriculture road
test_20708,primary
test_5611,clear primary water agriculture road
test_38605,clear primary cultivation agriculture
test_8018,clear primary
test_23264,primary partly_cloudy agriculture road
test_29403,primary agriculture
test_37696,primary partly_cloudy
test_30179,clear primary
test_40001,primary water partly_cloudy
test_4954,primary partly_cloudy
test_21098,primary haze
test_8272,cloudy
test_33132,clear primary
test_3940,clear primary agriculture
test_40248,clear primary water
test_15578,primary partly_cloudy
test_34904,cloudy
test_26391,clear primary
test_23562,clear primary agriculture
test_10885,clear primary
test_10518,clear primary
test_20816,clear primary agriculture
test_37371,clear primary
test_6709,clear primary
test_9680,clear primary agriculture
test_27181,primary
test_9688,clear primary
test_32253,clear primary
test_27255,primary partly_cloudy agriculture
test_23281,clear primary habitation agriculture road
test_12528,clear primary
test_1148,clear primary
test_24803,clear primary
test_5821,clear primary
test_22225,primary partly_cloudy
test_27403,clear primary
test_32009,clear primary
test_24827,clear primary
test_35312,clear primary water habitation
test_35787,clear primary agriculture road
test_12203,clear primary
test_35960,clear primary
test_13303,clear primary
test_33564,primary partly_cloudy
test_2713,clear primary cultivation agriculture
test_6901,primary partly_cloudy agriculture
test_78,clear primary
test_12161,clear primary
test_8290,clear primary
test_16560,clear primary agriculture road
test_15469,clear primary water
test_1982,clear primary
test_18468,clear primary water
test_29519,primary partly_cloudy
test_4393,primary partly_cloudy
test_23460,primary partly_cloudy
test_19138,primary
test_34051,clear primary agriculture
test_6499,primary partly_cloudy
test_26124,clear primary cultivation agriculture
test_31507,clear primary
test_19767,clear primary cultivation
test_40078,clear primary habitation agriculture road
test_17719,primary partly_cloudy
test_9745,clear primary
test_17684,clear primary water
test_25802,clear primary
test_10012,clear primary
test_38417,clear primary agriculture road
test_12640,primary partly_cloudy agriculture
test_9871,primary partly_cloudy
test_25845,clear primary
test_13394,clear primary
test_5971,clear primary
test_34481,clear primary
test_18936,clear primary
test_29049,primary partly_cloudy agriculture
test_37685,clear agriculture road
test_22829,clear primary
test_395,clear primary agriculture
test_36464,primary partly_cloudy
test_7353,clear primary
test_24959,clear primary
test_29504,clear primary
test_23613,clear primary
test_30577,clear primary
test_3057,clear primary partly_cloudy
test_15752,primary partly_cloudy
test_33359,clear primary
test_2950,primary partly_cloudy agriculture
test_17976,clear primary water agriculture
test_34437,clear primary
test_26487,clear primary
test_35715,clear primary
test_37546,clear primary
test_4539,clear primary habitation agriculture road
test_301,clear primary
test_39370,clear primary agriculture
test_16986,clear primary
test_25,clear primary
test_8444,primary partly_cloudy
test_23622,clear primary
test_1214,clear primary water agriculture
test_7284,clear primary agriculture road
test_34036,clear primary
test_22002,primary cloudy
test_30822,clear primary
test_39483,clear primary agriculture road
test_13140,clear primary agriculture road
test_10397,primary haze
test_16437,clear primary
test_32169,clear primary
test_15228,clear primary water agriculture road
test_5405,primary partly_cloudy
test_13989,clear primary cultivation agriculture
test_38538,clear primary
test_14860,primary partly_cloudy
test_38959,clear primary habitation road
test_32961,primary partly_cloudy
test_9397,primary partly_cloudy agriculture road
test_23029,clear primary
test_24618,clear primary water habitation agriculture road
test_29414,primary partly_cloudy
test_35282,clear primary water
test_11592,clear primary
test_11366,clear primary
test_14148,clear primary
test_25446,primary partly_cloudy
test_670,primary partly_cloudy
test_40290,clear primary agriculture
test_14959,primary partly_cloudy
test_2117,clear primary
test_17077,clear primary agriculture road
test_6338,clear primary water
test_35607,clear primary agriculture road
test_16242,clear primary water
test_20176,clear primary
test_34362,primary haze
test_25979,clear primary water
test_3497,clear primary agriculture road
test_552,clear primary
test_12261,clear primary
test_11551,primary partly_cloudy agriculture
test_12690,
test_1494,clear primary agriculture road
test_32284,clear primary water
test_34929,primary
test_8470,clear primary habitation agriculture road
test_32897,clear primary cultivation agriculture
test_16040,clear primary agriculture road
test_35083,clear primary agriculture road
test_32478,clear primary agriculture
test_36146,primary partly_cloudy agriculture
test_453,clear primary
test_21722,primary haze
test_32103,primary partly_cloudy
test_36858,clear primary agriculture
test_25646,clear primary
test_15365,cloudy
test_16765,cloudy
test_16849,primary partly_cloudy agriculture
test_29993,clear primary
test_8635,clear primary agriculture
test_6060,primary partly_cloudy agriculture road
test_9863,clear primary
test_23348,clear primary habitation agriculture road
test_338,clear primary water habitation agriculture road
test_30183,clear primary
test_500,clear primary
test_32403,clear primary habitation agriculture road
test_30226,primary haze
test_16302,clear primary water
test_7548,primary
test_38572,clear primary agriculture road
test_13777,clear primary
test_1246,primary partly_cloudy
test_18527,clear primary cultivation agriculture
test_29931,clear primary
test_14310,primary partly_cloudy
test_25804,clear primary agriculture road
test_13646,primary partly_cloudy
test_39916,clear primary
test_16691,clear primary
test_36308,cloudy
test_14359,clear primary agriculture road
test_39078,clear primary
test_8075,clear primary water habitation agriculture road
test_17879,cloudy
test_36677,cloudy
test_2976,clear primary water road
test_34971,clear primary
test_14883,primary partly_cloudy agriculture road
test_20561,clear primary agriculture
test_12400,clear primary habitation agriculture road
test_26567,clear primary
test_31065,clear primary
test_39383,clear primary water artisinal_mine habitation
test_29009,clear primary
test_26921,primary partly_cloudy
test_17160,clear primary agriculture road
test_7637,primary
test_11072,clear primary cultivation agriculture
test_23560,clear primary agriculture
test_4606,cloudy
test_23813,clear primary
test_2640,haze
test_616,clear primary
test_37845,clear primary
test_26697,primary haze
test_16058,clear primary
test_34338,clear primary agriculture
test_15043,clear primary agriculture
test_36696,clear primary habitation agriculture road
test_24771,clear primary water agriculture
test_9528,primary haze
test_8358,clear primary agriculture
test_3026,clear primary
test_20232,clear primary
test_17392,clear primary
test_4475,clear primary
test_1928,clear primary
test_37411,clear primary
test_23247,clear primary
test_1988,clear primary
test_23882,clear primary
test_8401,primary partly_cloudy
test_29018,clear primary
test_19419,primary partly_cloudy
test_31569,clear primary
test_17882,primary partly_cloudy
test_24630,clear primary water agriculture
test_29382,primary partly_cloudy
test_25152,clear primary
test_29962,clear primary
test_11530,clear primary
test_37715,clear primary water agriculture
test_1543,clear primary water
test_32369,clear primary
test_32215,clear primary agriculture road
test_25874,cloudy
test_35849,clear primary
test_6458,clear primary
test_36439,cloudy
test_29802,clear primary
test_23108,primary water partly_cloudy
test_37994,clear primary
test_12608,clear primary water
test_13936,clear primary
test_31804,primary partly_cloudy agriculture
test_26932,clear primary
test_2319,clear primary
test_21408,clear primary
test_32302,primary partly_cloudy
test_16958,clear primary
test_32041,primary partly_cloudy
test_630,clear primary habitation road
test_30208,clear primary agriculture road
test_25124,clear primary
test_15743,clear primary
test_5366,primary partly_cloudy
test_27530,clear primary agriculture
test_39363,clear primary agriculture road
test_3361,primary haze
test_16554,clear primary
test_27359,clear primary water
test_2624,clear primary agriculture road
test_1163,primary
test_29226,clear primary
test_13576,primary partly_cloudy agriculture
test_30765,clear primary
test_671,clear primary agriculture
test_9637,clear primary water
test_27898,clear primary
test_20581,clear primary habitation agriculture road
test_1160,primary
test_4869,clear primary
test_25946,primary agriculture road
test_1755,clear primary agriculture
test_26630,clear primary
test_11283,clear primary agriculture
test_33050,clear primary
test_40413,clear primary
test_1596,clear primary cultivation agriculture
test_2214,primary partly_cloudy
test_5250,clear primary road
test_27151,
test_19836,primary partly_cloudy
test_19538,primary partly_cloudy
test_31998,clear primary water agriculture
test_33386,clear primary agriculture road
test_38307,primary haze
test_720,clear primary water
test_1051,clear primary
test_12436,clear primary agriculture
test_35363,clear primary
test_27781,clear primary
test_6048,primary partly_cloudy
test_22275,clear primary
test_21222,clear primary
test_30980,clear primary
test_13229,primary water partly_cloudy
test_9104,primary partly_cloudy
test_18821,clear primary
test_1260,clear primary
test_30609,clear primary agriculture road
test_39710,clear primary
test_38394,clear primary agriculture
test_32640,clear primary agriculture road
test_1465,clear primary water habitation agriculture road
test_24859,clear primary agriculture
test_11920,clear primary agriculture
test_10593,primary agriculture
test_21278,clear primary
test_32946,clear primary water partly_cloudy agriculture
test_11131,clear primary
test_13522,primary haze
test_28354,primary
test_26115,clear primary
test_6863,primary partly_cloudy
test_28117,clear primary agriculture road
test_4139,primary cloudy
test_28848,primary partly_cloudy
test_37534,clear primary
test_28763,clear primary
test_17350,clear primary
test_13036,clear primary
test_35900,clear primary agriculture
test_19003,primary
test_27689,primary partly_cloudy agriculture road
test_32248,clear primary habitation agriculture road
test_7399,clear primary
test_851,clear primary
test_3671,clear primary agriculture road
test_24181,clear primary agriculture road
test_38421,primary partly_cloudy agriculture
test_28524,primary partly_cloudy agriculture
test_39392,clear primary
test_25969,primary partly_cloudy
test_24100,clear primary agriculture
test_36532,clear primary
test_4730,clear primary
test_33605,clear primary road
test_32226,primary partly_cloudy
test_2570,clear primary
test_25058,clear primary agriculture road
test_4299,primary partly_cloudy
test_3038,clear primary
test_10040,clear primary
test_11164,clear primary
test_38511,clear primary
test_24410,clear primary
test_21655,primary partly_cloudy
test_20412,primary partly_cloudy agriculture road
test_30891,clear primary agriculture road
test_11670,clear primary
test_38774,clear primary
test_34380,clear primary road
test_29500,clear primary
test_22864,clear primary habitation agriculture road
test_3480,clear primary
test_22639,clear primary water agriculture
test_35054,primary partly_cloudy agriculture road
test_8656,clear primary cultivation agriculture road
test_4803,primary water partly_cloudy
test_11358,clear primary haze
test_23389,primary partly_cloudy
test_19090,clear primary agriculture road
test_5232,clear primary water habitation agriculture road
test_12658,clear primary water habitation road
test_18770,clear primary
test_17521,clear primary agriculture
test_27729,clear primary
test_13761,clear primary
test_20350,primary haze
test_6041,clear primary agriculture
test_24856,clear primary
test_21775,clear primary
test_23707,primary partly_cloudy
test_8978,clear primary agriculture
test_31572,clear primary
test_24353,clear primary
test_11194,clear primary
test_38420,clear primary
test_27893,clear primary
test_5596,clear primary water habitation agriculture
test_24235,clear primary agriculture road
test_35330,clear primary
test_28157,clear primary
test_30325,clear primary
test_2250,primary partly_cloudy agriculture
test_39231,primary water haze agriculture
test_19274,clear primary agriculture road
test_29038,clear primary
test_19719,clear primary water
test_11402,clear primary habitation agriculture road
test_34638,primary partly_cloudy habitation agriculture road
test_8643,clear primary water
test_8128,clear primary agriculture
test_5937,clear primary
test_9780,clear primary agriculture road
test_3865,clear primary habitation agriculture road
test_3027,primary water partly_cloudy
test_31145,clear primary
test_10968,clear primary
test_12233,clear primary
test_14476,primary haze
test_6414,clear primary
test_12924,clear primary agriculture road
test_7908,primary partly_cloudy
test_40586,primary partly_cloudy
test_28413,clear primary
test_38341,clear primary cultivation
test_33617,clear primary water habitation agriculture
test_27932,clear primary
test_11621,primary partly_cloudy
test_19180,clear primary
test_1812,primary partly_cloudy
test_21067,clear primary agriculture road
test_37661,clear primary agriculture
test_33253,clear primary
test_37244,clear primary water
test_14648,primary haze
test_17520,clear primary water agriculture road
test_36369,clear primary
test_21398,clear primary
test_25799,clear primary
test_19685,primary haze
test_2971,primary partly_cloudy
test_22729,primary haze
test_19894,clear primary water
test_8687,clear primary habitation agriculture road
test_20571,clear primary habitation agriculture road
test_859,clear primary agriculture
test_33609,primary agriculture road
test_18060,clear primary cultivation agriculture
test_4517,clear primary water agriculture
test_21631,clear primary agriculture
test_1758,clear primary habitation agriculture road
test_25383,clear primary
test_14866,clear primary agriculture
test_21402,clear primary
test_31814,clear primary
test_29835,clear primary
test_17314,primary partly_cloudy
test_33811,primary partly_cloudy
test_11856,clear primary water
test_9130,clear primary
test_18862,clear primary agriculture
test_23647,clear primary water cultivation agriculture
test_10352,clear primary
test_15482,primary haze agriculture
test_38007,primary partly_cloudy agriculture
test_34139,clear primary
test_28263,primary partly_cloudy
test_12673,clear primary
test_33978,clear primary agriculture road
test_39206,clear primary agriculture road
test_27154,primary partly_cloudy
test_39534,clear primary
test_29546,primary partly_cloudy
test_1470,clear primary haze agriculture road
test_39459,primary water partly_cloudy
test_3270,cloudy
test_37464,clear primary water
test_4404,clear primary
test_29473,clear primary
test_36465,primary
test_11975,clear primary water
test_35840,clear primary
test_5675,clear primary
test_31307,clear primary
test_27851,primary partly_cloudy agriculture
test_9629,clear primary habitation agriculture road
test_27553,clear primary
test_11828,primary partly_cloudy
test_21935,clear primary water
test_1329,clear primary agriculture
test_32250,clear primary cultivation habitation agriculture road
test_18948,clear primary agriculture
test_18425,clear primary
test_24343,clear primary water
test_9792,cloudy
test_8010,clear primary
test_25053,clear primary agriculture road
test_23341,clear primary water agriculture
test_19807,primary haze
test_17361,clear primary
test_20899,clear primary water
test_2223,clear primary
test_21384,clear primary
test_9327,primary haze
test_27929,primary partly_cloudy agriculture
test_24026,clear primary
test_11391,clear primary agriculture road
test_11482,clear primary agriculture
test_20071,clear primary
test_12702,clear primary
test_10855,clear primary
test_36596,clear primary
test_3935,clear primary road
test_21481,clear primary
test_19533,primary partly_cloudy
test_13434,clear primary
test_39133,clear primary
test_26868,primary partly_cloudy agriculture
test_29118,clear primary
test_38811,primary partly_cloudy
test_35368,clear primary
test_39035,primary haze
test_27569,clear primary
test_29398,primary partly_cloudy agriculture
test_33179,clear primary
test_12365,clear primary agriculture
test_13793,primary partly_cloudy
test_38072,clear primary
test_7225,clear primary cultivation agriculture
test_23634,clear primary
test_35573,clear primary
test_35220,primary partly_cloudy
test_30497,primary agriculture road
test_39894,clear primary
test_14103,clear primary
test_34783,clear primary
test_10695,primary partly_cloudy
test_24836,primary agriculture
test_23636,clear primary
test_12828,clear primary
test_12362,clear primary water
test_11095,clear primary
test_17127,clear primary
test_9667,clear primary
test_4585,clear primary agriculture road
test_9287,clear primary water habitation
test_16696,cloudy
test_6584,clear primary
test_2265,clear primary
test_12601,clear primary habitation agriculture road
test_31573,clear primary
test_27384,primary partly_cloudy
test_29402,primary water partly_cloudy
test_25538,clear primary agriculture road
test_31775,clear primary water
test_18931,clear primary agriculture road
test_24438,clear primary
test_31279,clear primary
test_32796,cloudy
test_4078,clear primary
test_28613,primary partly_cloudy
test_8847,clear primary habitation agriculture road
test_27924,cloudy
test_25287,clear primary
test_26207,clear primary
test_31392,clear primary agriculture
test_35398,clear primary water agriculture road
test_24340,primary cloudy
test_5868,clear primary
test_28091,primary partly_cloudy
test_4161,clear primary habitation agriculture road
test_27142,clear primary habitation agriculture road
test_33437,clear primary
test_26541,primary haze
test_14838,clear primary agriculture road
test_27708,cloudy
test_22760,clear primary
test_30123,primary haze
test_11474,primary partly_cloudy
test_31688,primary partly_cloudy
test_17737,clear primary
test_25488,primary partly_cloudy
test_28137,primary haze
test_22467,cloudy
test_32532,clear primary
test_28347,clear primary
test_29614,primary haze
test_39925,primary haze
test_35689,clear primary cultivation
test_28865,clear primary
test_16097,clear primary
test_4695,cloudy
test_5527,clear primary
test_5389,clear primary
test_36804,primary partly_cloudy
test_20462,clear primary water
test_37181,clear primary
test_26046,clear primary
test_23533,clear primary
test_39157,clear primary
test_3683,clear primary habitation agriculture road
test_6223,clear primary
test_12369,clear primary
test_9420,clear primary
test_24528,primary partly_cloudy
test_9334,primary
test_12866,primary water haze
test_4118,primary water
test_36010,clear primary
test_8585,clear primary agriculture
test_12878,clear primary agriculture
test_28239,clear primary agriculture road
test_25354,clear primary agriculture road
test_39590,clear
test_14978,clear primary
test_21945,clear primary water agriculture
test_38859,primary water partly_cloudy
test_30346,cloudy
test_16880,primary partly_cloudy
test_16609,clear primary
test_27783,primary partly_cloudy
test_9430,clear primary habitation road
test_8328,clear primary
test_25335,primary partly_cloudy
test_20366,primary haze
test_18264,primary agriculture road
test_40519,primary haze
test_11700,primary partly_cloudy
test_37318,clear primary agriculture road
test_20913,clear primary
test_9303,clear primary
test_29493,primary haze
test_12606,clear primary
test_27304,clear primary cultivation habitation agriculture road
test_15462,clear primary
test_21232,clear primary agriculture road
test_1567,clear primary
test_16515,clear primary cultivation agriculture
test_23927,clear primary cultivation
test_20087,primary partly_cloudy
test_36836,primary partly_cloudy
test_15259,primary partly_cloudy
test_9646,clear primary
test_35930,clear primary water cultivation
test_32019,clear primary
test_31306,clear primary
test_4370,clear primary water
test_14198,primary partly_cloudy
test_36462,clear primary
test_36748,clear primary
test_24577,clear primary
test_8063,clear primary
test_34764,clear primary
test_8319,clear primary
test_39788,clear primary water habitation agriculture
test_38975,clear primary
test_38482,clear primary habitation agriculture road
test_17782,clear primary water
test_48,clear primary
test_12247,clear primary habitation agriculture road
test_38003,clear primary
test_31906,clear primary
test_38009,clear primary
test_36116,clear primary habitation road
test_39898,primary haze
test_28356,clear primary road
test_13682,primary
test_6837,clear primary
test_38644,clear primary
test_16633,clear primary habitation agriculture road
test_27535,clear primary
