image_name,tags
test_18395,clear primary
test_23618,clear primary partly_cloudy agriculture road
test_16161,clear primary cultivation agriculture
test_23580,clear primary
test_25047,clear primary
test_14803,clear primary
test_2516,primary cloudy water partly_cloudy agriculture road
test_26886,clear primary
test_11476,clear primary water
test_16332,clear primary water cultivation agriculture
test_20449,primary partly_cloudy
test_25141,clear primary water
test_35189,clear primary
test_24134,primary cloudy water
test_39578,clear primary habitation agriculture road
test_13332,clear primary water cultivation habitation agriculture road
test_35093,clear primary
test_29004,clear primary
test_39677,clear primary water cultivation agriculture
test_4335,clear primary
test_7793,clear primary
test_27966,clear primary water partly_cloudy agriculture road
test_15143,clear primary water cultivation habitation agriculture road
test_21134,clear primary cultivation agriculture road
test_20152,clear primary
test_35592,clear primary water
test_12503,clear primary haze agriculture
test_25199,clear primary
test_31158,clear primary
test_21125,clear primary
test_3291,clear primary
test_10110,primary cloudy
test_5571,primary partly_cloudy
test_19472,clear primary
test_658,clear primary water road
test_20373,clear primary
test_26831,clear primary cultivation habitation agriculture road
test_28069,clear primary habitation bare_ground agriculture road
test_1525,primary water partly_cloudy agriculture road
test_32378,clear primary
test_27765,clear primary water partly_cloudy agriculture
test_13489,clear primary water habitation agriculture road
test_34592,clear primary habitation agriculture road
test_16384,clear primary
test_26518,clear primary water habitation bare_ground road
test_19164,primary partly_cloudy agriculture
test_20907,clear primary
test_32991,clear primary water cultivation habitation agriculture road
test_38307,clear primary haze
test_26286,clear primary agriculture road
test_35173,clear primary partly_cloudy agriculture
test_4160,clear primary water cultivation agriculture road
test_25868,clear primary cultivation partly_cloudy
test_3577,clear primary
test_1275,clear primary water
test_8636,clear primary cultivation habitation agriculture road
test_34949,clear primary cultivation agriculture
test_39073,clear primary
test_21327,clear primary
test_5225,primary water partly_cloudy agriculture
test_7381,clear primary water cultivation agriculture
test_7780,clear primary water cultivation agriculture
test_20992,clear primary partly_cloudy agriculture
test_33517,clear primary
test_19191,primary haze
test_26145,clear primary water cultivation agriculture road
test_11939,clear primary water
test_19249,primary partly_cloudy agriculture
test_17497,clear primary water cultivation habitation agriculture
test_302,clear primary
test_11147,clear primary partly_cloudy
test_30071,primary cloudy
test_25534,clear primary water agriculture
test_37308,clear primary
test_38104,primary cloudy haze
test_27140,primary cloudy partly_cloudy agriculture
test_20933,clear primary
test_10242,clear primary cloudy water haze bare_ground agriculture road
test_2930,primary haze agriculture
test_40615,primary partly_cloudy
test_33286,clear primary
test_17111,cloudy
test_26892,clear primary water agriculture
test_151,clear primary water
test_24299,clear primary
test_25177,primary partly_cloudy
test_32011,clear primary cloudy haze
test_15003,clear primary agriculture road
test_11807,clear primary
test_17444,clear primary
test_2507,primary partly_cloudy
test_30628,clear primary cultivation partly_cloudy agriculture
test_2531,clear primary agriculture road
test_16444,primary cloudy
test_37089,clear primary cultivation agriculture
test_22628,primary partly_cloudy agriculture road
test_37891,clear primary cultivation habitation agriculture
test_40266,clear primary
test_25984,clear primary agriculture
test_29071,clear primary water habitation bare_ground agriculture road
test_14627,clear primary
test_37137,clear primary cultivation
test_28284,clear primary
test_21324,clear primary
test_34679,clear primary
test_23983,primary partly_cloudy
test_14740,clear primary agriculture
test_25090,clear primary water cultivation agriculture road
test_12479,clear primary water
test_2879,clear primary water partly_cloudy agriculture
test_35851,clear primary cultivation agriculture
test_39752,cloudy
test_20308,clear primary
test_38232,clear primary road
test_16962,clear primary water agriculture road
test_21431,clear primary
test_23002,clear primary
test_27976,clear primary water agriculture
test_22229,clear primary
test_2461,clear primary
test_32725,clear primary
test_23872,clear primary
test_39427,primary cloudy water haze agriculture
test_29572,clear primary agriculture
test_986,clear primary cultivation
test_27644,primary partly_cloudy agriculture
test_35119,clear primary cultivation agriculture
test_3608,clear primary
test_29931,clear primary agriculture
test_29737,primary water partly_cloudy agriculture
test_37043,clear primary water agriculture road
test_16135,clear primary partly_cloudy
test_31931,clear primary haze agriculture road
test_34981,clear primary
test_39445,clear primary
test_28367,clear primary
test_13807,primary water partly_cloudy agriculture
test_16800,clear primary cultivation agriculture
test_4749,clear primary cultivation habitation agriculture road
test_26355,primary cloudy partly_cloudy agriculture
test_30576,clear primary
test_24797,clear primary
test_6614,clear primary
test_18544,primary partly_cloudy agriculture
test_22138,clear primary
test_38896,cloudy
test_18182,clear primary
test_4784,clear primary
test_8667,clear primary partly_cloudy agriculture
test_20370,clear primary
test_11465,clear primary
test_13768,primary partly_cloudy agriculture
test_14083,clear primary cultivation agriculture
test_2605,clear primary haze
test_8118,primary partly_cloudy agriculture
test_30193,clear primary habitation agriculture road
test_4431,clear primary haze agriculture road
test_10139,clear primary agriculture road
test_718,clear primary water agriculture road
test_2096,clear primary water agriculture road
test_37444,clear primary agriculture road
test_2282,clear primary water agriculture road
test_20030,clear primary
test_5578,primary cloudy haze agriculture
test_5283,clear primary
test_30862,clear primary water haze agriculture road
test_17613,clear primary water bare_ground agriculture road
test_25711,clear primary water partly_cloudy agriculture road
test_16503,primary partly_cloudy
test_33353,primary cloudy water haze partly_cloudy
test_26803,clear primary
test_11228,clear primary
test_24609,clear primary
test_12988,clear primary
test_19341,cloudy haze
test_5263,clear primary water habitation
test_30348,clear primary
test_9988,clear primary
test_35906,clear primary habitation agriculture road
test_4557,clear primary partly_cloudy agriculture road
test_9904,clear primary
test_24641,primary partly_cloudy
test_36690,clear primary water agriculture road
test_28876,clear primary
test_3822,clear primary water cultivation habitation agriculture road
test_14426,clear primary water road
test_12533,primary water haze
test_33706,primary cloudy haze
test_22673,clear primary
test_37780,clear primary partly_cloudy
test_2274,primary partly_cloudy
test_11081,clear primary water agriculture road
test_18850,clear primary water bare_ground agriculture road
test_23737,clear primary haze agriculture road
test_31643,clear primary water habitation
test_27043,clear primary
test_578,primary haze
test_6531,primary cloudy haze agriculture
test_5970,clear primary cloudy water haze habitation agriculture road
test_11739,clear primary
test_14042,clear primary cloudy water road
test_38990,clear primary
test_15741,primary water haze partly_cloudy road
test_28271,clear primary
test_12163,clear primary partly_cloudy agriculture
test_16287,clear primary water bare_ground agriculture road
test_33899,cloudy
test_24801,primary partly_cloudy agriculture road
test_31316,clear primary
test_13079,clear primary agriculture road
test_34090,clear primary
test_8287,clear primary water partly_cloudy habitation bare_ground agriculture road
test_26447,clear primary agriculture road
test_30995,clear primary agriculture
test_30144,clear primary cultivation habitation agriculture road
test_19763,clear primary cultivation agriculture road
test_28635,clear primary water agriculture road
test_22385,clear primary water agriculture road
test_23166,clear primary
test_14660,clear primary water habitation road
test_32175,clear primary cultivation partly_cloudy agriculture
test_16599,clear primary
test_13454,clear primary
test_14653,primary water cultivation partly_cloudy agriculture road
test_14756,cloudy
test_30775,clear primary water agriculture
test_31782,clear primary cultivation habitation agriculture road
test_8873,clear primary
test_33623,clear primary
test_19236,primary cloudy water haze agriculture
test_3292,primary partly_cloudy
test_27780,clear primary
test_11385,clear primary
test_34972,clear primary water artisinal_mine agriculture road
test_8103,clear primary water
test_18769,clear primary water cultivation agriculture
test_14504,clear primary agriculture road
test_32688,clear primary water agriculture road
test_32760,primary partly_cloudy
test_26484,primary cloudy
test_12324,clear primary
test_2693,clear primary
test_27996,primary partly_cloudy road
test_10398,clear primary
test_18869,cloudy
test_37338,clear primary haze cultivation habitation agriculture road
test_25560,clear primary water cultivation agriculture road
test_20928,primary water partly_cloudy agriculture road
test_39204,clear primary water cultivation agriculture road
test_14086,clear primary
test_40324,clear primary water agriculture road
test_37198,primary water partly_cloudy agriculture road
test_25415,primary partly_cloudy
test_4323,clear primary
test_19654,primary cloudy partly_cloudy
test_10725,clear primary cultivation agriculture road
test_16688,primary partly_cloudy
test_19635,clear primary haze agriculture road
test_9588,primary cloudy water haze partly_cloudy agriculture
test_26519,clear primary habitation agriculture road
test_30756,clear primary cloudy agriculture
test_35017,primary cultivation partly_cloudy
test_11893,clear primary water habitation agriculture road
test_36952,primary water cultivation partly_cloudy agriculture road
test_36792,clear primary water cultivation habitation agriculture road
test_6394,clear primary water partly_cloudy
test_4097,clear primary cultivation habitation agriculture road
test_34493,primary cloudy haze
test_32381,clear primary cloudy water habitation agriculture road
test_22150,primary cloudy partly_cloudy agriculture
test_213,clear primary water cultivation partly_cloudy habitation agriculture road
test_9909,clear primary cultivation habitation agriculture road
test_2211,clear primary
test_22450,clear primary
test_17921,clear primary haze
test_10711,clear primary
test_29485,clear primary
test_15177,primary cloudy water haze agriculture
test_20821,clear primary water cultivation agriculture road
test_31530,clear primary water cultivation agriculture
test_32314,clear primary
test_39937,primary water partly_cloudy agriculture
test_16317,clear primary
test_18432,clear primary water cultivation road
test_13593,primary water partly_cloudy agriculture road
test_7853,primary cloudy haze
test_3002,clear primary water cultivation agriculture road
test_449,primary cloudy water haze agriculture
test_39673,clear primary water cultivation habitation agriculture road
test_40319,primary cloudy haze
test_1742,clear primary
test_17121,primary partly_cloudy habitation agriculture road
test_25726,clear primary water
test_2686,primary partly_cloudy agriculture
test_19789,clear primary haze agriculture road
test_16637,clear primary
test_27554,clear primary
test_23925,clear primary cultivation agriculture
test_25437,clear primary
test_9893,clear primary
test_14984,primary water partly_cloudy
test_28636,clear primary cultivation
test_10649,primary cloudy partly_cloudy agriculture
test_14774,clear primary cultivation agriculture
test_2984,primary cloudy haze
test_3897,clear primary water
test_31670,primary partly_cloudy agriculture road
test_30985,clear primary
test_7204,clear primary
test_14331,clear primary water cultivation partly_cloudy agriculture
test_22498,clear primary
test_2069,clear primary
test_13688,clear primary
test_15504,clear primary water agriculture road
test_18066,clear primary cloudy water agriculture road
test_18793,clear primary water
test_263,clear primary cultivation partly_cloudy bare_ground agriculture road selective_logging
test_6921,clear primary haze
test_34254,clear primary
test_31469,primary partly_cloudy
test_31447,primary haze
test_21978,clear primary
test_30770,clear primary haze agriculture road
test_37571,clear primary cultivation partly_cloudy agriculture
test_30722,clear primary agriculture road
test_18394,clear primary haze partly_cloudy
test_30962,clear primary
test_22767,primary haze cultivation agriculture
test_30566,clear primary cloudy water agriculture road
test_17812,clear primary water agriculture
test_35594,clear primary habitation agriculture road
test_17709,primary cloudy partly_cloudy agriculture road
test_14500,clear primary
test_11737,clear primary water habitation agriculture road
test_5658,clear primary
test_14905,clear primary water
test_7703,primary partly_cloudy agriculture
test_24114,primary partly_cloudy agriculture road
test_14405,clear primary cultivation habitation agriculture road
test_16767,clear primary water cultivation agriculture road
test_4845,clear primary
test_32209,primary haze
test_13053,primary cloudy haze road
test_18311,clear primary water
test_22111,clear primary habitation bare_ground road
test_22669,cloudy
test_14065,clear primary
test_7996,clear primary
test_14072,clear primary partly_cloudy
test_35316,clear primary
test_28277,clear primary cultivation agriculture
test_29016,clear primary water habitation agriculture
test_36128,clear primary water road
test_485,clear primary
test_16214,primary cloudy haze agriculture
test_30293,clear primary cultivation agriculture
test_1322,clear primary cultivation agriculture
test_884,clear primary agriculture
test_26813,primary partly_cloudy agriculture
test_3245,clear primary water agriculture
test_10598,clear primary cloudy agriculture road
test_37119,clear primary water
test_20726,clear primary
test_39844,primary water cultivation partly_cloudy
test_8640,clear primary cultivation agriculture
test_13838,primary partly_cloudy
test_39197,clear primary agriculture
test_33460,primary water partly_cloudy agriculture
test_11547,clear primary
test_22787,clear primary water cultivation agriculture
test_34642,clear primary
test_30025,clear primary
test_13305,cloudy water
test_21874,clear primary water cultivation agriculture
test_9105,clear primary habitation road
test_6124,clear primary
test_12033,primary partly_cloudy
test_39553,clear primary agriculture
test_3663,clear primary water cultivation agriculture road
test_24433,clear primary
test_27066,clear primary
test_17042,clear primary cultivation habitation agriculture road
test_13943,clear primary
test_28799,clear primary
test_24389,clear primary
test_32761,clear primary
test_21422,clear primary water
test_15303,clear primary cloudy water artisinal_mine
test_14900,clear primary
test_39263,primary partly_cloudy agriculture road
test_14613,clear primary habitation agriculture road
test_31239,clear primary
test_37152,clear primary cloudy water
test_34250,clear primary cultivation habitation agriculture road
test_29740,primary cloudy water haze agriculture
test_11660,clear primary water
test_23787,clear primary habitation agriculture road
test_11103,clear primary
test_37929,clear primary habitation bare_ground agriculture road
test_39128,primary partly_cloudy
test_18808,clear primary water habitation agriculture road
test_3655,clear primary
test_1155,clear primary water
test_14605,clear primary
test_9565,clear primary habitation agriculture road
test_26132,clear primary partly_cloudy agriculture road
test_11603,clear primary haze
test_37757,primary water partly_cloudy agriculture
test_8027,clear primary
test_24952,cloudy
test_21579,clear primary
test_19952,cloudy
test_32593,primary haze
test_33804,clear primary
test_24532,clear primary
test_12542,primary water partly_cloudy
test_3063,clear primary
test_37846,clear primary cultivation habitation agriculture road
test_8849,clear primary water agriculture
test_17148,clear primary water
test_10070,clear primary
test_16374,clear primary water habitation bare_ground agriculture road
test_19595,clear primary
test_29489,clear primary
test_24530,clear primary water cultivation
test_34020,clear primary
test_23588,clear primary
test_4413,clear primary
test_28229,clear primary haze
test_23867,clear primary habitation agriculture road
test_2955,primary partly_cloudy
test_703,clear primary agriculture road
test_12583,clear primary cultivation agriculture
test_37104,clear primary
test_16648,clear primary
test_25949,clear primary
test_16208,clear primary agriculture road
test_8950,clear primary
test_24489,clear primary cultivation partly_cloudy agriculture
test_10305,clear primary agriculture
test_31550,clear primary haze
test_37405,clear primary water agriculture
test_33698,cloudy
test_31745,clear primary agriculture road
test_10419,primary cloudy water agriculture
test_23255,clear primary
test_30400,clear primary water cultivation agriculture road
test_15000,clear primary
test_22204,clear primary agriculture road
test_15998,clear primary agriculture
test_30250,clear primary agriculture road
test_7215,clear primary
test_5541,clear primary water cultivation habitation agriculture road
test_631,primary cloudy water haze agriculture
test_10495,clear primary water cultivation agriculture road
test_32134,clear primary
test_29597,clear primary water cultivation agriculture road
test_1320,clear primary
test_40346,clear primary haze agriculture
test_14034,clear primary haze
test_17769,primary cloudy partly_cloudy
test_37962,clear primary water agriculture road
test_7164,primary partly_cloudy agriculture
test_31468,clear primary water habitation agriculture road
test_34257,clear primary
test_32089,primary cloudy partly_cloudy agriculture
test_16201,clear primary
test_5910,clear primary
test_16400,primary partly_cloudy
test_10547,clear primary water
test_13244,clear primary water agriculture road
test_1018,clear primary water agriculture road
test_31237,clear primary water haze agriculture
test_38861,clear primary water agriculture
test_6715,clear primary agriculture road
test_9997,clear primary partly_cloudy agriculture
test_26326,primary partly_cloudy
test_9886,clear primary
test_12054,clear primary
test_23620,primary partly_cloudy
test_23187,primary partly_cloudy
test_26336,clear primary water agriculture
test_5414,clear primary
test_9400,clear primary agriculture
test_20431,primary cultivation partly_cloudy
test_31431,clear primary water cultivation agriculture road
test_4710,clear primary
test_2938,primary partly_cloudy agriculture road
test_13858,clear primary water cultivation habitation agriculture road
test_13022,clear primary
test_7267,primary partly_cloudy agriculture
test_37379,clear primary cultivation agriculture
test_32885,primary partly_cloudy agriculture
test_25379,clear primary haze habitation agriculture road
test_8306,clear primary
test_30677,primary partly_cloudy
test_4737,primary partly_cloudy agriculture road
test_3105,clear primary
test_3365,primary cultivation partly_cloudy agriculture
test_27833,clear primary
test_26436,clear primary
test_22315,clear primary water habitation agriculture road
test_35118,clear primary
test_29801,primary cloudy water partly_cloudy
test_26836,clear primary
test_6117,clear primary partly_cloudy agriculture
test_2173,primary partly_cloudy agriculture
test_535,clear primary
test_23801,clear primary habitation agriculture road
test_13056,clear primary
test_5007,clear primary cultivation agriculture
test_36700,primary partly_cloudy
test_16661,clear primary partly_cloudy
test_37516,clear primary agriculture road
test_19471,primary haze
test_40647,clear primary
test_39717,clear primary water
test_34999,clear primary water cultivation agriculture road
test_11463,clear primary
test_13208,clear primary
test_6416,primary cloudy partly_cloudy
test_34608,clear primary
test_31832,clear primary agriculture road
test_28403,clear primary
test_13432,clear primary water
test_26424,clear primary water agriculture road
test_36740,primary cloudy haze
test_28915,clear primary water road
test_17512,clear primary water cultivation agriculture road
test_20383,clear primary water road
test_20020,clear primary
test_38493,clear primary cultivation habitation agriculture road
test_28225,clear primary water haze agriculture road
test_7352,clear primary
test_16555,clear primary water cultivation agriculture road
test_13402,clear primary
test_15775,primary cloudy water haze
test_11508,clear primary
test_1042,clear primary water
test_37285,clear primary water agriculture road
test_17894,clear primary water cultivation
test_31410,clear primary water cultivation agriculture road
test_8304,primary cloudy haze
test_13924,clear primary
test_36902,clear primary
test_36791,clear primary
test_38611,clear primary
test_13508,clear primary
test_29100,clear primary
test_2121,clear primary water
test_16635,clear primary cloudy partly_cloudy agriculture
test_15392,cloudy
test_12060,primary cloudy haze
test_25512,primary water partly_cloudy agriculture
test_17917,clear primary partly_cloudy agriculture road
test_34334,clear primary
test_12130,cloudy
test_20960,clear primary cultivation habitation agriculture road
test_38184,clear primary
test_35863,primary water partly_cloudy agriculture
test_20453,clear primary agriculture road
test_9102,clear primary water road
test_29721,clear primary
test_9269,primary water partly_cloudy agriculture road
test_14108,clear primary habitation agriculture road
test_25098,primary cloudy
test_22564,clear primary
test_442,clear primary cultivation agriculture
test_25655,clear primary cloudy
test_27517,clear primary
test_4129,primary cloudy water haze
test_13359,clear primary cultivation partly_cloudy agriculture
test_5767,clear primary bare_ground agriculture
test_27282,clear primary water habitation agriculture road
test_14128,clear primary
test_16642,clear primary cultivation agriculture road
test_7852,primary water partly_cloudy
test_13778,clear primary
test_30398,primary partly_cloudy agriculture
test_13792,clear primary water agriculture road
test_4101,clear primary partly_cloudy
test_2443,clear primary cultivation agriculture
test_15259,primary partly_cloudy
test_28160,clear primary
test_2322,clear primary water
test_40613,clear primary water cultivation agriculture
test_22837,clear primary cloudy water cultivation agriculture road
test_19203,clear primary cultivation agriculture
test_19048,clear primary
test_22533,clear primary
test_14345,primary cultivation partly_cloudy
test_4200,clear primary cultivation agriculture
test_3332,clear primary habitation agriculture road
test_21216,clear primary cultivation
test_36721,primary cloudy haze
test_24709,clear primary cultivation agriculture
test_18692,clear primary
test_28708,primary partly_cloudy
test_12037,clear primary
test_38442,clear primary
test_32971,clear primary cloudy water partly_cloudy habitation agriculture road
test_16047,clear primary
test_3706,clear primary agriculture
test_19811,clear primary
test_17299,clear primary cultivation partly_cloudy agriculture
test_37258,primary partly_cloudy agriculture road
test_32090,clear primary agriculture road
test_22721,clear primary partly_cloudy
test_25953,primary cloudy water partly_cloudy agriculture road
test_34729,clear primary
test_12972,clear primary water cultivation agriculture road
test_23330,clear primary cultivation agriculture road
test_34983,clear primary
test_32864,clear primary cloudy agriculture
test_25198,clear primary partly_cloudy road
test_22930,clear primary
test_29515,primary haze partly_cloudy agriculture
test_40243,clear primary water agriculture road
test_17298,primary cloudy
test_14881,primary water partly_cloudy
test_15799,clear primary agriculture
test_12158,primary cultivation partly_cloudy agriculture road
test_16858,primary partly_cloudy
test_17580,clear primary water agriculture
test_30725,primary partly_cloudy agriculture
test_2192,clear primary water agriculture
test_12260,clear primary
test_1478,clear primary water artisinal_mine habitation road
test_4388,clear primary water cultivation partly_cloudy habitation agriculture road
test_19322,primary water partly_cloudy
test_15348,clear primary partly_cloudy bare_ground agriculture road
test_22617,clear primary cultivation agriculture
test_520,cloudy
test_23157,clear primary
test_27785,clear primary water cultivation habitation agriculture road
test_37849,clear primary water road
test_30682,clear primary agriculture
test_23600,clear primary habitation road
test_36589,clear primary
test_26010,clear primary
test_28363,primary cloudy haze
test_25581,clear primary habitation agriculture road
test_21980,clear primary water agriculture
test_16734,primary cloudy
test_12517,clear primary habitation bare_ground agriculture road
test_39900,clear primary habitation agriculture road
test_12742,clear primary
test_24941,clear primary water cultivation agriculture road
test_1375,clear primary agriculture road
test_21919,clear primary cultivation agriculture
test_36207,clear primary
test_34797,primary cloudy water haze
test_2640,primary cloudy haze
test_21296,primary partly_cloudy
test_31765,clear primary agriculture
test_4000,clear primary water
test_8439,clear primary cloudy water haze agriculture
test_14878,clear primary water cultivation agriculture
test_31584,clear primary
test_3278,clear primary water artisinal_mine habitation agriculture road
test_16315,primary partly_cloudy
test_33135,clear primary
